month_start_date,year_month,asin,seo_handler,target_revenue,target_gp,active_target_revenue,active_target_gp,total_income,gross_profit,rev_attain_pct,gp_attain_pct,gp_margin_pct,rev_gap_vs_active,gp_gap_vs_active,is_incomplete_month,has_zero_income,plan_but_inactive
2026-04-01,2026-04,B0DCP2BQBP,Aneesh Kumar,6000.0,1400.0,4800.0,1120.0,5964.0,1571.0,124.25,140.27,26.34,1164.0,451.0,0,0,0
2026-04-01,2026-04,B0DM6D92MZ,Aneesh Kumar,4000.0,900.0,4000.0,900.0,3214.0,844.0,80.35,93.78,26.26,-786.0,-56.0,0,0,0
2026-04-01,2026-04,B0DN6HV7HN,Aneesh Kumar,3200.0,700.0,2987.0,653.0,3974.0,1003.0,133.04,153.6,25.24,987.0,350.0,0,0,0
2026-04-01,2026-04,B0DZP8H6RT,Aneesh Kumar,4000.0,600.0,4000.0,600.0,3324.0,836.0,83.1,139.33,25.15,-676.0,236.0,0,0,0
2026-04-01,2026-04,B0F48WQHS8,Aneesh Kumar,200.0,50.0,200.0,50.0,316.0,-45.0,158.0,-90.0,-14.24,116.0,-95.0,0,0,0
2026-04-01,2026-04,B0F4KSP9SH,Aneesh Kumar,1000.0,180.0,933.0,168.0,692.0,-35.0,74.17,-20.83,-5.06,-241.0,-203.0,0,0,0
2026-04-01,2026-04,B0F63DSQD2,Aneesh Kumar,1500.0,350.0,1350.0,315.0,897.0,185.0,66.44,58.73,20.62,-453.0,-130.0,0,0,0
2026-04-01,2026-04,B0F63JC3Z8,Aneesh Kumar,500.0,50.0,500.0,50.0,316.0,1.0,63.2,2.0,0.32,-184.0,-49.0,0,0,0
2026-04-01,2026-04,B0F67BKBW1,Aneesh Kumar,1500.0,290.0,1500.0,290.0,991.0,334.0,66.07,115.17,33.7,-509.0,44.0,0,0,0
2026-04-01,2026-04,B0FBVZ35TP,Aneesh Kumar,950.0,50.0,950.0,50.0,1025.0,174.0,107.89,348.0,16.98,75.0,124.0,0,0,0
2026-04-01,2026-04,B0FBWGF7YG,Aneesh Kumar,1500.0,100.0,1500.0,100.0,628.0,39.0,41.87,39.0,6.21,-872.0,-61.0,0,0,0
2026-04-01,2026-04,B0FGDRW2ZQ,Aneesh Kumar,1500.0,100.0,1500.0,100.0,240.0,-7.0,16.0,-7.0,-2.92,-1260.0,-107.0,0,0,0
2026-04-01,2026-04,B0FM897YYG,Aneesh Kumar,400.0,70.0,373.0,65.0,389.0,4.0,104.29,6.15,1.03,16.0,-61.0,0,0,0
2026-04-01,2026-04,B0FNDLS99B,Aneesh Kumar,200.0,20.0,200.0,20.0,69.0,9.0,34.5,45.0,13.04,-131.0,-11.0,0,0,0
2026-05-01,2026-05,B00E0HITK2,Aneesh Kumar,1000.0,250.0,1000.0,250.0,675.0,236.0,67.5,94.4,34.96,-325.0,-14.0,0,0,0
2026-05-01,2026-05,B01MTQVUQQ,Aneesh Kumar,0.0,0.0,0.0,0.0,2591.0,678.0,,,26.17,2591.0,678.0,0,0,0
2026-05-01,2026-05,B01N673US9,Aneesh Kumar,2800.0,500.0,2710.0,484.0,2653.0,429.0,97.9,88.64,16.17,-57.0,-55.0,0,0,0
2026-05-01,2026-05,B0767D9FJF,Aneesh Kumar,1650.0,350.0,1650.0,350.0,1101.0,300.0,66.73,85.71,27.25,-549.0,-50.0,0,0,0
2026-05-01,2026-05,B0771T1WRL,Aneesh Kumar,6500.0,1850.0,6500.0,1850.0,4347.0,1595.0,66.88,86.22,36.69,-2153.0,-255.0,0,0,0
2026-05-01,2026-05,B078Y7M3S1,Aneesh Kumar,24000.0,4800.0,24000.0,4800.0,14890.0,2074.0,62.04,43.21,13.93,-9110.0,-2726.0,0,0,0
2026-05-01,2026-05,B079C336Y3,Aneesh Kumar,51000.0,8000.0,51000.0,8000.0,34599.0,8776.0,67.84,109.7,25.36,-16401.0,776.0,0,0,0
2026-05-01,2026-05,B07GX25G81,Aneesh Kumar,2300.0,430.0,2003.0,374.0,1276.0,248.0,63.7,66.31,19.44,-727.0,-126.0,0,0,0
2026-05-01,2026-05,B07GXLY554,Aneesh Kumar,1350.0,150.0,871.0,97.0,1055.0,57.0,121.13,58.76,5.4,184.0,-40.0,0,0,0
2026-05-01,2026-05,B07GXPQBK6,Aneesh Kumar,1500.0,200.0,1210.0,161.0,1302.0,285.0,107.6,177.02,21.89,92.0,124.0,0,0,0
2026-05-01,2026-05,B07GXS7XS2,Aneesh Kumar,600.0,150.0,39.0,10.0,345.0,85.0,884.62,850.0,24.64,306.0,75.0,0,0,0
2026-05-01,2026-05,B07GYL1WMY,Aneesh Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0,1,0
2026-05-01,2026-05,B07GYW9CVG,Aneesh Kumar,1600.0,260.0,1600.0,260.0,1167.0,196.0,72.94,75.38,16.8,-433.0,-64.0,0,0,0
2026-05-01,2026-05,B07HB2V5YV,Aneesh Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0,1,0
2026-05-01,2026-05,B07HB3BZ2H,Aneesh Kumar,650.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,1,1
2026-05-01,2026-05,B07HB3ZS79,Aneesh Kumar,0.0,0.0,0.0,0.0,90.0,8.0,,,8.89,90.0,8.0,0,0,0
2026-05-01,2026-05,B07HGCZRVW,Aneesh Kumar,2000.0,400.0,1226.0,245.0,474.0,-40.0,38.66,-16.33,-8.44,-752.0,-285.0,0,0,0
2026-05-01,2026-05,B07HGD7YF5,Aneesh Kumar,500.0,65.0,323.0,42.0,207.0,-18.0,64.09,-42.86,-8.7,-116.0,-60.0,0,0,0
2026-05-01,2026-05,B07HGDT9MT,Aneesh Kumar,400.0,80.0,322.0,64.0,208.0,39.0,64.6,60.94,18.75,-114.0,-25.0,0,0,0
2026-05-01,2026-05,B07K9X11YV,Aneesh Kumar,3000.0,470.0,3000.0,470.0,2561.0,175.0,85.37,37.23,6.83,-439.0,-295.0,0,0,0
2026-05-01,2026-05,B07KC93HR1,Aneesh Kumar,4500.0,900.0,4500.0,900.0,3260.0,666.0,72.44,74.0,20.43,-1240.0,-234.0,0,0,0
2026-05-01,2026-05,B07KMCQCZ5,Aneesh Kumar,2500.0,600.0,2500.0,600.0,2881.0,543.0,115.24,90.5,18.85,381.0,-57.0,0,0,0
2026-05-01,2026-05,B07L5JH3NT,Aneesh Kumar,210.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,1,1
2026-05-01,2026-05,B07L8LSQDV,Aneesh Kumar,250.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,1,1
2026-05-01,2026-05,B07MBPZXXV,Aneesh Kumar,3200.0,500.0,3200.0,500.0,1470.0,364.0,45.94,72.8,24.76,-1730.0,-136.0,0,0,0
2026-05-01,2026-05,B07MBZCG52,Aneesh Kumar,2300.0,420.0,1187.0,217.0,1066.0,296.0,89.81,136.41,27.77,-121.0,79.0,0,0,0
2026-05-01,2026-05,B07MLSTQ1L,Aneesh Kumar,400.0,100.0,400.0,100.0,412.0,160.0,103.0,160.0,38.83,12.0,60.0,0,0,0
2026-05-01,2026-05,B07MWC4C5X,Aneesh Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0,1,0
2026-05-01,2026-05,B07RY9SYLV,Aneesh Kumar,2800.0,550.0,2800.0,550.0,2190.0,429.0,78.21,78.0,19.59,-610.0,-121.0,0,0,0
2026-05-01,2026-05,B07YNVK1MB,Aneesh Kumar,22500.0,7800.0,17419.0,6039.0,16973.0,5332.0,97.44,88.29,31.41,-446.0,-707.0,0,0,0
2026-05-01,2026-05,B081RTQ1B3,Aneesh Kumar,600.0,100.0,542.0,90.0,886.0,75.0,163.47,83.33,8.47,344.0,-15.0,0,0,0
2026-05-01,2026-05,B081Z6V1J6,Aneesh Kumar,3000.0,480.0,3000.0,480.0,2051.0,359.0,68.37,74.79,17.5,-949.0,-121.0,0,0,0
2026-05-01,2026-05,B088RKYG7C,Aneesh Kumar,1700.0,390.0,1700.0,390.0,766.0,212.0,45.06,54.36,27.68,-934.0,-178.0,0,0,0
2026-05-01,2026-05,B089QCFCV4,Aneesh Kumar,18000.0,3500.0,18000.0,3500.0,14125.0,2002.0,78.47,57.2,14.17,-3875.0,-1498.0,0,0,0
2026-05-01,2026-05,B089QHX5PH,Aneesh Kumar,350.0,50.0,350.0,50.0,321.0,-22.0,91.71,-44.0,-6.85,-29.0,-72.0,0,0,0
2026-05-01,2026-05,B08BZYM56L,Aneesh Kumar,3600.0,450.0,3252.0,407.0,3389.0,595.0,104.21,146.19,17.56,137.0,188.0,0,0,0
2026-05-01,2026-05,B08D9N5CK4,Aneesh Kumar,7500.0,1700.0,7500.0,1700.0,7449.0,2784.0,99.32,163.76,37.37,-51.0,1084.0,0,0,0
2026-05-01,2026-05,B08FDVCKTG,Aneesh Kumar,3500.0,580.0,3500.0,580.0,3328.0,373.0,95.09,64.31,11.21,-172.0,-207.0,0,0,0
2026-05-01,2026-05,B08GG6TPN6,Aneesh Kumar,18000.0,5000.0,18000.0,5000.0,15047.0,4901.0,83.59,98.02,32.57,-2953.0,-99.0,0,0,0
2026-05-01,2026-05,B08GG96FPL,Aneesh Kumar,27500.0,8500.0,27500.0,8500.0,22235.0,7884.0,80.85,92.75,35.46,-5265.0,-616.0,0,0,0
2026-05-01,2026-05,B08HQGTVQX,Aneesh Kumar,350.0,50.0,294.0,42.0,746.0,71.0,253.74,169.05,9.52,452.0,29.0,0,0,0
2026-05-01,2026-05,B08K997VY4,Aneesh Kumar,350.0,80.0,135.0,31.0,317.0,21.0,234.81,67.74,6.62,182.0,-10.0,0,0,0
2026-05-01,2026-05,B08K997YCF,Aneesh Kumar,3500.0,680.0,3048.0,592.0,2016.0,380.0,66.14,64.19,18.85,-1032.0,-212.0,0,0,0
2026-05-01,2026-05,B08KRNGDTR,Aneesh Kumar,850.0,120.0,356.0,50.0,379.0,48.0,106.46,96.0,12.66,23.0,-2.0,0,0,0
2026-05-01,2026-05,B08KRSRFGK,Aneesh Kumar,12000.0,2200.0,3871.0,710.0,2991.0,253.0,77.27,35.63,8.46,-880.0,-457.0,0,0,0
2026-05-01,2026-05,B08KZ26V41,Aneesh Kumar,0.0,0.0,0.0,0.0,24.0,8.0,,,33.33,24.0,8.0,0,0,0
2026-05-01,2026-05,B08L935BHL,Aneesh Kumar,1850.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,1,1
2026-05-01,2026-05,B08QNHTFCH,Aneesh Kumar,2800.0,380.0,2800.0,380.0,1217.0,59.0,43.46,15.53,4.85,-1583.0,-321.0,0,0,0
2026-05-01,2026-05,B08RRZPPNP,Aneesh Kumar,2900.0,700.0,2900.0,700.0,1901.0,506.0,65.55,72.29,26.62,-999.0,-194.0,0,0,0
2026-05-01,2026-05,B08Z826CNN,Aneesh Kumar,1100.0,200.0,248.0,45.0,1061.0,334.0,427.82,742.22,31.48,813.0,289.0,0,0,0
2026-05-01,2026-05,B08ZCFTLR7,Aneesh Kumar,300.0,50.0,300.0,50.0,404.0,36.0,134.67,72.0,8.91,104.0,-14.0,0,0,0
2026-05-01,2026-05,B091FV1FHQ,Aneesh Kumar,10000.0,1700.0,10000.0,1700.0,9197.0,1125.0,91.97,66.18,12.23,-803.0,-575.0,0,0,0
2026-05-01,2026-05,B091L12RBL,Aneesh Kumar,2600.0,350.0,2600.0,350.0,1869.0,153.0,71.88,43.71,8.19,-731.0,-197.0,0,0,0
2026-05-01,2026-05,B0924PFYN9,Aneesh Kumar,70000.0,20000.0,70000.0,20000.0,59738.0,15958.0,85.34,79.79,26.71,-10262.0,-4042.0,0,0,0
2026-05-01,2026-05,B0924R63CJ,Aneesh Kumar,2800.0,650.0,2800.0,650.0,2834.0,601.0,101.21,92.46,21.21,34.0,-49.0,0,0,0
2026-05-01,2026-05,B093CB31XT,Aneesh Kumar,2500.0,450.0,2500.0,450.0,1712.0,293.0,68.48,65.11,17.11,-788.0,-157.0,0,0,0
2026-05-01,2026-05,B093ZSL4QH,Aneesh Kumar,850.0,200.0,850.0,200.0,992.0,256.0,116.71,128.0,25.81,142.0,56.0,0,0,0
2026-05-01,2026-05,B09444JHW7,Aneesh Kumar,3500.0,600.0,3500.0,600.0,2379.0,434.0,67.97,72.33,18.24,-1121.0,-166.0,0,0,0
2026-05-01,2026-05,B09BD66HPL,Aneesh Kumar,2500.0,300.0,2500.0,300.0,2317.0,357.0,92.68,119.0,15.41,-183.0,57.0,0,0,0
2026-05-01,2026-05,B09BJPTHVR,Aneesh Kumar,2500.0,900.0,2178.0,784.0,1997.0,689.0,91.69,87.88,34.5,-181.0,-95.0,0,0,0
2026-05-01,2026-05,B09NC8LVDK,Aneesh Kumar,520.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,1,1
2026-05-01,2026-05,B0B1QQYKX5,Aneesh Kumar,1200.0,120.0,1123.0,112.0,868.0,123.0,77.29,109.82,14.17,-255.0,11.0,0,0,0
2026-05-01,2026-05,B0B1QR7DWZ,Aneesh Kumar,5500.0,1200.0,5500.0,1200.0,2863.0,671.0,52.05,55.92,23.44,-2637.0,-529.0,0,0,0
2026-05-01,2026-05,B0B252QTL4,Aneesh Kumar,1200.0,250.0,1200.0,250.0,1253.0,332.0,104.42,132.8,26.5,53.0,82.0,0,0,0
2026-05-01,2026-05,B0B3RJ76ML,Aneesh Kumar,1850.0,400.0,1850.0,400.0,1313.0,380.0,70.97,95.0,28.94,-537.0,-20.0,0,0,0
2026-05-01,2026-05,B0B8SWNKD7,Aneesh Kumar,2700.0,450.0,2700.0,450.0,1414.0,244.0,52.37,54.22,17.26,-1286.0,-206.0,0,0,0
2026-05-01,2026-05,B0BNVKF7C9,Aneesh Kumar,6500.0,1600.0,6500.0,1600.0,5922.0,1643.0,91.11,102.69,27.74,-578.0,43.0,0,0,0
2026-05-01,2026-05,B0BSGZV1T9,Aneesh Kumar,5500.0,900.0,5500.0,900.0,5309.0,822.0,96.53,91.33,15.48,-191.0,-78.0,0,0,0
2026-05-01,2026-05,B0BT85QTFQ,Aneesh Kumar,1600.0,480.0,1600.0,480.0,780.0,311.0,48.75,64.79,39.87,-820.0,-169.0,0,0,0
2026-05-01,2026-05,B0BV68VQV3,Aneesh Kumar,600.0,100.0,600.0,100.0,698.0,263.0,116.33,263.0,37.68,98.0,163.0,0,0,0
2026-05-01,2026-05,B0BZW1BYH7,Aneesh Kumar,4000.0,700.0,4000.0,700.0,2815.0,367.0,70.38,52.43,13.04,-1185.0,-333.0,0,0,0
2026-05-01,2026-05,B0C3H9CVNZ,Aneesh Kumar,600.0,110.0,600.0,110.0,405.0,127.0,67.5,115.45,31.36,-195.0,17.0,0,0,0
2026-05-01,2026-05,B0C6Y973ZP,Aneesh Kumar,720.0,90.0,720.0,90.0,441.0,139.0,61.25,154.44,31.52,-279.0,49.0,0,0,0
2026-05-01,2026-05,B0C7WG2333,Aneesh Kumar,13000.0,2000.0,13000.0,2000.0,9579.0,2628.0,73.68,131.4,27.44,-3421.0,628.0,0,0,0
2026-05-01,2026-05,B0C9CMMGPK,Aneesh Kumar,3200.0,550.0,3200.0,550.0,2759.0,754.0,86.22,137.09,27.33,-441.0,204.0,0,0,0
2026-05-01,2026-05,B0CB4M926G,Aneesh Kumar,0.0,0.0,0.0,0.0,206.0,22.0,,,10.68,206.0,22.0,0,0,0
2026-05-01,2026-05,B0CB7ZDLXZ,Aneesh Kumar,2200.0,300.0,2200.0,300.0,2268.0,487.0,103.09,162.33,21.47,68.0,187.0,0,0,0
2026-05-01,2026-05,B0CF1MQ97T,Aneesh Kumar,200.0,25.0,200.0,25.0,242.0,-20.0,121.0,-80.0,-8.26,42.0,-45.0,0,0,0
2026-05-01,2026-05,B0CF28WQH3,Aneesh Kumar,750.0,130.0,750.0,130.0,1707.0,-380.0,227.6,-292.31,-22.26,957.0,-510.0,0,0,0
2026-05-01,2026-05,B0CLVCMHBS,Aneesh Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0,1,0
2026-05-01,2026-05,B0CN31Y5ZP,Aneesh Kumar,1900.0,280.0,1900.0,280.0,1983.0,285.0,104.37,101.79,14.37,83.0,5.0,0,0,0
2026-05-01,2026-05,B0CN32XKTL,Aneesh Kumar,820.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,1,1
2026-05-01,2026-05,B0CQ1Y7H9N,Aneesh Kumar,2000.0,380.0,2000.0,380.0,1170.0,165.0,58.5,43.42,14.1,-830.0,-215.0,0,0,0
2026-05-01,2026-05,B0CQ1ZY6RM,Aneesh Kumar,4000.0,600.0,4000.0,600.0,2211.0,285.0,55.27,47.5,12.89,-1789.0,-315.0,0,0,0
2026-05-01,2026-05,B0CR14DN7M,Aneesh Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0,1,0
2026-05-01,2026-05,B0CSK9ZG34,Aneesh Kumar,2200.0,170.0,2200.0,170.0,1768.0,332.0,80.36,195.29,18.78,-432.0,162.0,0,0,0
2026-05-01,2026-05,B0CSKBLHCB,Aneesh Kumar,1550.0,380.0,1550.0,380.0,1147.0,435.0,74.0,114.47,37.93,-403.0,55.0,0,0,0
2026-05-01,2026-05,B0CTVQVDMG,Aneesh Kumar,6000.0,1200.0,4645.0,929.0,4486.0,1031.0,96.58,110.98,22.98,-159.0,102.0,0,0,0
2026-05-01,2026-05,B0CW374CVT,Aneesh Kumar,4200.0,1000.0,4200.0,1000.0,6170.0,1448.0,146.9,144.8,23.47,1970.0,448.0,0,0,0
2026-05-01,2026-05,B0CWLLPHQF,Aneesh Kumar,2300.0,650.0,2152.0,608.0,2719.0,807.0,126.35,132.73,29.68,567.0,199.0,0,0,0
2026-05-01,2026-05,B0CWLN5S1N,Aneesh Kumar,1800.0,280.0,1800.0,280.0,655.0,153.0,36.39,54.64,23.36,-1145.0,-127.0,0,0,0
2026-05-01,2026-05,B0D8L2Y7CG,Aneesh Kumar,1900.0,220.0,245.0,28.0,334.0,85.0,136.33,303.57,25.45,89.0,57.0,0,0,0
2026-05-01,2026-05,B0DBQ2ZWVB,Aneesh Kumar,3400.0,750.0,0.0,0.0,20.0,7.0,0.59,0.93,35.0,20.0,7.0,0,0,1
2026-05-01,2026-05,B0DCK8JV7C,Aneesh Kumar,520.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,1,1
2026-05-01,2026-05,B0DCP2BQBP,Aneesh Kumar,7000.0,1600.0,7000.0,1600.0,7097.0,2004.0,101.39,125.25,28.24,97.0,404.0,0,0,0
2026-05-01,2026-05,B0DM6D92MZ,Aneesh Kumar,5500.0,1500.0,5500.0,1500.0,3135.0,706.0,57.0,47.07,22.52,-2365.0,-794.0,0,0,0
2026-05-01,2026-05,B0DN6HV7HN,Aneesh Kumar,3700.0,800.0,3700.0,800.0,3822.0,920.0,103.3,115.0,24.07,122.0,120.0,0,0,0
2026-05-01,2026-05,B0DZP8H6RT,Aneesh Kumar,5000.0,750.0,5000.0,750.0,2834.0,684.0,56.68,91.2,24.14,-2166.0,-66.0,0,0,0
2026-05-01,2026-05,B0F48WQHS8,Aneesh Kumar,200.0,50.0,200.0,50.0,176.0,-99.0,88.0,-198.0,-56.25,-24.0,-149.0,0,0,0
2026-05-01,2026-05,B0F4KSP9SH,Aneesh Kumar,1300.0,190.0,1300.0,190.0,349.0,59.0,26.85,31.05,16.91,-951.0,-131.0,0,0,0
2026-05-01,2026-05,B0F63DSQD2,Aneesh Kumar,1900.0,400.0,184.0,39.0,182.0,78.0,98.91,200.0,42.86,-2.0,39.0,0,0,0
2026-05-01,2026-05,B0F63JC3Z8,Aneesh Kumar,600.0,70.0,600.0,70.0,286.0,-5.0,47.67,-7.14,-1.75,-314.0,-75.0,0,0,0
2026-05-01,2026-05,B0F67BKBW1,Aneesh Kumar,1600.0,320.0,1600.0,320.0,652.0,219.0,40.75,68.44,33.59,-948.0,-101.0,0,0,0
2026-05-01,2026-05,B0FBVZ35TP,Aneesh Kumar,1300.0,100.0,1300.0,100.0,934.0,162.0,71.85,162.0,17.34,-366.0,62.0,0,0,0
2026-05-01,2026-05,B0FBWGF7YG,Aneesh Kumar,1700.0,130.0,1700.0,130.0,921.0,48.0,54.18,36.92,5.21,-779.0,-82.0,0,0,0
2026-05-01,2026-05,B0FGDRW2ZQ,Aneesh Kumar,1800.0,120.0,1800.0,120.0,218.0,-71.0,12.11,-59.17,-32.57,-1582.0,-191.0,0,0,0
2026-05-01,2026-05,B0FM897YYG,Aneesh Kumar,450.0,100.0,450.0,100.0,529.0,-36.0,117.56,-36.0,-6.81,79.0,-136.0,0,0,0
2026-05-01,2026-05,B0FNDLS99B,Aneesh Kumar,250.0,25.0,250.0,25.0,185.0,22.0,74.0,88.0,11.89,-65.0,-3.0,0,0,0
2026-06-01,2026-06,B00E0HITK2,Aneesh Kumar,800.0,200.0,0.0,0.0,336.0,122.0,42.0,61.0,36.31,336.0,122.0,1,0,1
2026-06-01,2026-06,B01MTQVUQQ,Aneesh Kumar,0.0,0.0,0.0,0.0,1791.0,606.0,,,33.84,1791.0,606.0,1,0,0
2026-06-01,2026-06,B01N673US9,Aneesh Kumar,2500.0,450.0,0.0,0.0,1632.0,96.0,65.28,21.33,5.88,1632.0,96.0,1,0,1
2026-06-01,2026-06,B0767D9FJF,Aneesh Kumar,1700.0,350.0,0.0,0.0,628.0,230.0,36.94,65.71,36.62,628.0,230.0,1,0,1
2026-06-01,2026-06,B0771T1WRL,Aneesh Kumar,6050.0,1305.0,0.0,0.0,2483.0,1074.0,41.04,82.3,43.25,2483.0,1074.0,1,0,1
2026-06-01,2026-06,B078Y7M3S1,Aneesh Kumar,19000.0,3500.0,0.0,0.0,6300.0,1020.0,33.16,29.14,16.19,6300.0,1020.0,1,0,1
2026-06-01,2026-06,B079C336Y3,Aneesh Kumar,55000.0,7500.0,0.0,0.0,23491.0,7599.0,42.71,101.32,32.35,23491.0,7599.0,1,0,1
2026-06-01,2026-06,B07GX25G81,Aneesh Kumar,2100.0,400.0,0.0,0.0,1085.0,285.0,51.67,71.25,26.27,1085.0,285.0,1,0,1
2026-06-01,2026-06,B07GXLY554,Aneesh Kumar,1200.0,150.0,0.0,0.0,958.0,206.0,79.83,137.33,21.5,958.0,206.0,1,0,1
2026-06-01,2026-06,B07GXPQBK6,Aneesh Kumar,1400.0,200.0,0.0,0.0,618.0,148.0,44.14,74.0,23.95,618.0,148.0,1,0,1
2026-06-01,2026-06,B07GXS7XS2,Aneesh Kumar,620.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1,1,1
2026-06-01,2026-06,B07GYL1WMY,Aneesh Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1,1,0
2026-06-01,2026-06,B07GYW9CVG,Aneesh Kumar,1305.0,220.0,0.0,0.0,634.0,135.0,48.58,61.36,21.29,634.0,135.0,1,0,1
2026-06-01,2026-06,B07HB2V5YV,Aneesh Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1,1,0
2026-06-01,2026-06,B07HB3BZ2H,Aneesh Kumar,550.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1,1,1
2026-06-01,2026-06,B07HB3ZS79,Aneesh Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1,1,0
2026-06-01,2026-06,B07HGCZRVW,Aneesh Kumar,1850.0,360.0,0.0,0.0,315.0,73.0,17.03,20.28,23.17,315.0,73.0,1,0,1
2026-06-01,2026-06,B07HGD7YF5,Aneesh Kumar,400.0,50.0,0.0,0.0,585.0,2.0,146.25,4.0,0.34,585.0,2.0,1,0,1
2026-06-01,2026-06,B07HGDT9MT,Aneesh Kumar,350.0,70.0,0.0,0.0,208.0,45.0,59.43,64.29,21.63,208.0,45.0,1,0,1
2026-06-01,2026-06,B07K9X11YV,Aneesh Kumar,2800.0,450.0,0.0,0.0,1165.0,124.0,41.61,27.56,10.64,1165.0,124.0,1,0,1
2026-06-01,2026-06,B07KC93HR1,Aneesh Kumar,4200.0,950.0,0.0,0.0,1506.0,405.0,35.86,42.63,26.89,1506.0,405.0,1,0,1
2026-06-01,2026-06,B07KMCQCZ5,Aneesh Kumar,2400.0,500.0,0.0,0.0,1151.0,390.0,47.96,78.0,33.88,1151.0,390.0,1,0,1
2026-06-01,2026-06,B07L5JH3NT,Aneesh Kumar,190.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1,1,1
2026-06-01,2026-06,B07L8LSQDV,Aneesh Kumar,305.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1,1,1
2026-06-01,2026-06,B07MBPZXXV,Aneesh Kumar,2900.0,400.0,0.0,0.0,908.0,303.0,31.31,75.75,33.37,908.0,303.0,1,0,1
2026-06-01,2026-06,B07MBZCG52,Aneesh Kumar,2100.0,380.0,0.0,0.0,644.0,217.0,30.67,57.11,33.7,644.0,217.0,1,0,1
2026-06-01,2026-06,B07MLSTQ1L,Aneesh Kumar,400.0,100.0,0.0,0.0,252.0,109.0,63.0,109.0,43.25,252.0,109.0,1,0,1
2026-06-01,2026-06,B07MWC4C5X,Aneesh Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1,1,0
2026-06-01,2026-06,B07RY9SYLV,Aneesh Kumar,2600.0,500.0,0.0,0.0,1303.0,263.0,50.12,52.6,20.18,1303.0,263.0,1,0,1
2026-06-01,2026-06,B07YNVK1MB,Aneesh Kumar,21000.0,6800.0,0.0,0.0,8180.0,3135.0,38.95,46.1,38.33,8180.0,3135.0,1,0,1
2026-06-01,2026-06,B081RTQ1B3,Aneesh Kumar,600.0,100.0,0.0,0.0,577.0,109.0,96.17,109.0,18.89,577.0,109.0,1,0,1
2026-06-01,2026-06,B081Z6V1J6,Aneesh Kumar,2800.0,430.0,0.0,0.0,1276.0,316.0,45.57,73.49,24.76,1276.0,316.0,1,0,1
2026-06-01,2026-06,B088RKYG7C,Aneesh Kumar,1500.0,315.0,0.0,0.0,712.0,226.0,47.47,71.75,31.74,712.0,226.0,1,0,1
2026-06-01,2026-06,B089QCFCV4,Aneesh Kumar,17000.0,3200.0,0.0,0.0,7187.0,1740.0,42.28,54.38,24.21,7187.0,1740.0,1,0,1
2026-06-01,2026-06,B089QHX5PH,Aneesh Kumar,0.0,0.0,0.0,0.0,137.0,20.0,,,14.6,137.0,20.0,1,0,0
2026-06-01,2026-06,B08BZYM56L,Aneesh Kumar,3300.0,400.0,0.0,0.0,2158.0,540.0,65.39,135.0,25.02,2158.0,540.0,1,0,1
2026-06-01,2026-06,B08D9N5CK4,Aneesh Kumar,6800.0,1750.0,0.0,0.0,3998.0,1768.0,58.79,101.03,44.22,3998.0,1768.0,1,0,1
2026-06-01,2026-06,B08FDVCKTG,Aneesh Kumar,2205.0,155.0,0.0,0.0,2692.0,703.0,122.09,453.55,26.11,2692.0,703.0,1,0,1
2026-06-01,2026-06,B08GG6TPN6,Aneesh Kumar,16500.0,4200.0,0.0,0.0,6813.0,2726.0,41.29,64.9,40.01,6813.0,2726.0,1,0,1
2026-06-01,2026-06,B08GG96FPL,Aneesh Kumar,26500.0,8200.0,0.0,0.0,12568.0,4836.0,47.43,58.98,38.48,12568.0,4836.0,1,0,1
2026-06-01,2026-06,B08HQGTVQX,Aneesh Kumar,350.0,50.0,0.0,0.0,1574.0,69.0,449.71,138.0,4.38,1574.0,69.0,1,0,1
2026-06-01,2026-06,B08K997VY4,Aneesh Kumar,450.0,100.0,0.0,0.0,90.0,4.0,20.0,4.0,4.44,90.0,4.0,1,0,1
