asin,product_name,brand,sku,seo_owner,ppc_owner,in_monthly_pnl,in_prime_day
B091FV1FHQ,VitalCore L-Theanine 400mg 180 Capsule,VitalCore,,Aneesh,Akshay,1,0
B091GB1NP1,VitalCore Vitamin D3 2000IU + K2 (MK-7) 200 mcg (IT) 365 Tablets,VitalCore,CC0035,Tamahra,Akshay,0,1
B091GWS1B3,VitalCore BellyXS,VitalCore,,,,0,0
B091HWGKYV,VitalCore Quercetin.,VitalCore,,,,0,0
B091L12RBL,VitalCore Organic Spirulina & Chlorella 1500mg 180 Capsules,VitalCore,,Twinkle,Sourabh,1,0
B0924NLC1W,VitalCore Astaxanthin 18mg 180 Capsule,VitalCore,CC0030,Tamahra,Sourabh,0,1
B0924PFYN9,VitalCore Creatine Monohydrate 3000mg 270 Tablets,VitalCore,CC0024,Aneesh,Srikara,1,1
B0924PV4SK,VitalCore Potassium Citrate 1460mg 180 Tablets,VitalCore,,Tamahra,Akshay,0,0
B0924Q1H5X,VitalCore Selenium 200mcg 365 Tablets,VitalCore,CC0028,Twinkle,Sourabh,0,1
B0924Q6VTF,VitalCore Iodine 400mcg 365 Tablet,VitalCore,CC0025,Twinkle,Sourabh,0,1
B0924R63CJ,VitalCore L - Taurine 1000mg 180 Capsules,VitalCore,,Aneesh,Akshay,1,0
B092Q8SGPT,Medora Bio Cultures Complex 60 Billion 120 Capsules,Medora,CC0439,Aneesh,Srikara,1,1
B09316R26J,VitalCore White Kidney Beans Extract 5000mg 180 Capsule,VitalCore,,Tamahra,Akshay,0,0
B0938C4MV2,VitalCore Vitamin D3 + K2 | Germany,VitalCore,,,,0,0
B093CB31XT,VitalCore Pure MSM 2400mg + Vitamin C 100mg,VitalCore,,Aneesh,Akshay,1,0
B093QFJWLB,Medora Folic Acid,Medora,,,,0,0
B093QGRL9X,Medora Biotin | Germany,Medora,,,,0,0
B093QH61YG,Medora Biotin Complex | Germany,Medora,,,,0,0
B093SND46D,VitalCore Choline Bitartrate 700mg 180 Capsules,VitalCore,CC0438,Twinkle,Syed,0,1
B093ZSL4QH,VitalCore Vitamin B12 1000mcg 400 Chewable Tablets,VitalCore,,Twinkle,Syed,1,0
B09444JHW7,VitalCore BCAA 2000mg 180 Tablets,VitalCore,,Twinkle,Akshay,1,0
B0949KMLW6,VitalCore Vitamin D3 4000IU 120 Gummies,VitalCore,,Tamahra,Akshay,0,0
B0953NSL31,VitalCore Vitamin E 400IU 180 Softgel,VitalCore,,Twinkle,Sourabh,0,0
B095SM7TW6,VitalCore Ashwagandha 1200mg 120 Gummies,VitalCore,,Tamahra,Akshay,0,0
B096LWT3Z3,VitalCore Vegan 360°,VitalCore,,,,0,0
B096SHG8PC,VitalCore 5-HTP,VitalCore,,,,0,0
B096SM181Q,Medora Kurkuma Extract |Germany,Medora,,,,0,0
B098QJPDGL,VitalCore Iron 14mg 120 Gummies,VitalCore,CC0454,Tamahra,Akshay,0,1
B09BD66HPL,VitalCore Turmeric Gummies 2100mg 90 Gummies,VitalCore,,Twinkle,Srikara,1,0
B09BJPTHVR,VitalCore Vitamin A 10000IU 365 Tablets,VitalCore,,Twinkle,Akshay,1,0
B09CCL39DV,VitalCore Hemp Oil 1900 mg 60ml Oil,VitalCore,,Tamahra,Syed,0,0
B09FDXGPH2,VitalCore Ashwagandha Extract KSM - 66,VitalCore,CC0460,Tamahra,Akshay,0,1
B09JCMPH3S,PawVista Hairball Aid for Cats,PawVista,,,,0,0
B09K7DTZM6,VitalCore Iron Complex with Vitamin C,VitalCore,,,,0,0
B09KBZGDY4,VitalCore Elderberry (Pack of 6),VitalCore,,,,0,0
B09MS281SX,Medora Montmorency Cherry | Germany 6000mg 180 Capsules,Medora,,Tamahra,Syed,0,0
B09NC8LVDK,VitalCore Guarana Patches,VitalCore,,Aneesh,,1,0
B09PNMDCXB,VitalCore Quercetin Complex.,VitalCore,,,,0,0
B09RMQYJ5K,PawVista Flea and Tick Spot On,PawVista,,,,0,0
B09T5YN55Y,VitalCore Vitamin C  (eBay),VitalCore,,,,0,0
B09TBJGCWS,PawVista Hemp Oil 60ml 55800mg Liquid,PawVista,,Tamahra,Amjad,0,0
B09VTBBM6L,Omega 3 1000mg Wild Fish Oil - 400,Other,,Twinkle,Srikara,0,0
B09WJBLCR3,VitalCore Melatonin Complex 365 Tablets,VitalCore,CC0477,Tamahra,Syed,0,1
B0B1QN6LWX,VitalCore Knee-Flex,VitalCore,,,,0,0
B0B1QQGSWF,VitalCore Tummy-Tone,VitalCore,,,,0,0
B0B1QQNZ2S,VitalCore Organic Psyllium Husk 1400mg 180 Capsules,VitalCore,CC0483,Twinkle,Akshay,0,1
B0B1QQYKX5,VitalCore Zinc Citrate 25mg 90 Gummies,VitalCore,,Twinkle,Syed,1,0
B0B1QR7DWZ,VitalCore Magnesium Citrate 125mg 90 Gummies,VitalCore,,Shirley,Srikara,1,0
B0B252QTL4,Medora Kurkuma Extract | DE 500mg 180 Capsules,Medora,CC0486,Twinkle,Srikara,1,1
B0B3RJ76ML,VitalCore RedYeastRice250mg180Capsule,VitalCore,CC0473,Aneesh,Sourabh,1,1
B0B5VMJND6,Medora Vitamin D3 Kids | Orange Flavour 1000IU 120 Gummies,Medora,,Tamahra,Akshay,0,0
B0B6Q6PN1M,VitalCore Vitamin K2 (MK-7) 200 mcg 365 Tablets,VitalCore,,Twinkle,Akshay,0,1
B0B8SSJZVK,VitalCore Ginkgo Biloba Complex 6600mg 365 Tablets,VitalCore,CC0492,Twinkle,Akshay,0,1
B0B8SVNKVZ,Eco Masters Rose Quartz with Guasha & Vitamin C Serum Device,Other,,Tamahra,Srikara,0,0
B0B8SWNKD7,VitalCore Probiotic 2 Billion 90 Gummies,VitalCore,,Aneesh,Srikara,1,1
B0BF5HJYQC,VitalCore Biotin with Coconut,VitalCore,,,,0,0
B0BF5JSCWR,VitalCore Quercetin Complex,VitalCore,,,,0,0
B0BF5KDPQC,VitalCore Quercetin 500mg 180 Capsule,VitalCore,,Tamahra,Akshay,0,0
B0BFXGNM1T,VitalCore Skinny Coffee 28 Sachets,VitalCore,,Tamahra,Akshay,1,0
B0BKQWPT5K,PawVista Salmon Oil,PawVista,,,,0,0
B0BNVKF7C9,VitalCore Black Garlic Extract 750mg 180 Capsules,VitalCore,,Aneesh,Sourabh,1,0
B0BSGZV1T9,VitalCore Milk Thistle 2000mg 180 Capsules,VitalCore,CC0500,Aneesh,Akshay,1,1
B0BT85QTFQ,VitalCore T-Boost 180 Tablets,VitalCore,CC0502,Aneesh,N/A,1,1
B0BTYFD228,VitalCore Prenatal Multivitamin,VitalCore,,,,1,0
B0BV68VQV3,Medora Vitamin B12 | Germany 500mcg 365 Tablets,Medora,,Twinkle,Syed,1,0
B0BX6195RG,VitalCore Vitamin C and Zinc 1000mg 180 Tablets,VitalCore,CC0505,Tamahra,Srikara,0,1
B0BZW1BYH7,VitalCore MarineMagnesium+B6360mg360mg180Capsules,VitalCore,,Shirley,Srikara,1,0
B0C3H9CVNZ,VitalCore OPC tablets,VitalCore,,Twinkle,Akshay,1,0
B0C6QSSZ5C,VitalCore Probiotic Patch,VitalCore,,,,0,0
B0C6Y8Z49H,PawVista Flea and Tick Collar (New)    Device,PawVista,,,,0,0
B0C6Y973ZP,VitalCore Super Green 90 gummies,VitalCore,,Aneesh,Syed,1,0
B0C7WG2333,VitalCore Collagen- 180 Tablets,VitalCore,,Aneesh,Sourabh,1,0
B0C9CMMGPK,Biotin with Keratin 150mg,Other,,Twinkle,Syed,1,0
B0CB4M926G,VitalCore L-Arginine 1000mg 180 Tablets,VitalCore,,Twinkle,Syed,1,0
B0CB7ZDLXZ,Medora Omega 3-6-9 for Kids 200mg 120 Gummies,Medora,CC0511,Twinkle,Srikara,1,1
B0CB81W43H,Medora Iron and Vitamin C Gummies for Kids 120 Gummies,Medora,,Tamahra,Syed,0,0
B0CBKSL8RL,Medora Calcium with Vitamin D3 kids gummies,Medora,,Tamahra,Akshay,0,0
B0CBQ17TG1,Medora Liposomal Vitamin C,Medora,,,,0,0
B0CCP8GG6X,VitalCore Lion's Mane Mushroom Extract 2000mg- 365 Tablets,VitalCore,CC0517,Tamahra,Akshay,0,1
B0CD7Z3W9F,VitalCore Melatonin Complex 1 mg 400 Tablets,VitalCore,,Tamahra,Syed,0,1
B0CDQDWXN4,VitalCore Marine Collagen with Hyaluronic Acid,VitalCore,,,,1,0
B0CF1MQ97T,VitalCore Creatine Monohydrate Micronized Unflavored 500g Powder,VitalCore,,Aneesh,Srikara,1,0
B0CF28WQH3,VitalCore Creatine Monohydrate Micronised Unflavoured 1000g Powder |,VitalCore,,Aneesh,Srikara,1,0
B0CHRNR4QH,VitalCore Berberine,VitalCore,CC0530,Twinkle,Syed,0,1
B0CJ5KM24T,VitalCore Bedtime,VitalCore,,,,0,0
B0CJJNWRSP,VitalCore Melatonin 1.9 mg 120 Gummies,VitalCore,,,,0,0
B0CKFHG8NQ,VitalCore Magnesium Bisglycinate,VitalCore,,Shirley,Srikara,0,0
B0CLVCMHBS,VitalCore  ZMA 180 capsules,VitalCore,,Aneesh,Sourabh,1,0
B0CN31Y5ZP,VitalCore Vitamine B12 Gummies,VitalCore,,Twinkle,Syed,1,0
B0CN32XKTL,VitalCore  Detox & Cleanse,VitalCore,,Twinkle,Syed,1,0
B0CQ1Y7H9N,VitalCore D-Mannose 2000mg 180 Capsules,VitalCore,,Aneesh,Sourabh,1,0
B0CQ1ZY6RM,Black Cumin seed oil,Other,,Twinkle,Syed,1,0
B0CR14DN7M,VitalCore | Marine Collagen 5000mg 14 Liquid Sachets,VitalCore,,Aneesh,Sourabh,1,0
B0CR16N42C,VitalCore liposomale vitamine c liquid sachet,VitalCore,,Tamahra,Srikara,0,0
B0CSK9ZG34,VitalCore | Multivitamin and Minerals 90 Gummies for Women,VitalCore,,Aneesh,Sourabh,1,0
B0CSKBLHCB,VitalCore | Multivitamin and Minerals 90 Gummies for Men,VitalCore,CC0543,Aneesh,Sourabh,1,1
B0CTVQVDMG,VitalCore| Creatine Gummies,VitalCore,,Aneesh,Srikara,1,0
B0CW374CVT,VitalCore | Inositol 4000mg 120 Tablets,VitalCore,,Twinkle,Akshay,1,0
B0CWLLPHQF,VitalCore | Boswellia Serrata 400mg 180 Capsules,VitalCore,,Twinkle,Syed,1,0
B0CWLN5S1N,VitalCore | Purified Shilajit Resin 50g Resin,VitalCore,,Twinkle,Srikara,1,0
B0D1XXG4MS,VitalCore | L-Carnitine 2000mg 120 Capsules,VitalCore,,Tamahra,Srikara,0,0
B0D1YNNYNY,VitalCore | L-Citrulline 3000mg 240 Capsules,VitalCore,,Tamahra,Srikara,0,0
B0D6YYT9Q3,VitalCore | Sea Moss 4000mg,VitalCore,,Twinkle,Syed,0,0
B0D6Z1ZSZG,VitalCore Barley Grass,VitalCore,,Tamahra,Syed,0,0
B0D8L2Y7CG,VitalCore Bromelain 650 mg 180 Capsules,VitalCore,,Twinkle,Srikara,1,0
B0DB21JDJ5,VitalCore Lion's Mane GUMMIES,VitalCore,,Tamahra,Akshay,0,0
B0DBQ2ZWVB,VitalCore Alpha Lipoic Acid,VitalCore,,Aneesh,Srikara,1,0
B0DCK8JV7C,VitalCore Collagen Powder,VitalCore,,Twinkle,Sourabh,1,0
B0DCP2BQBP,VitalCore Vegan Omega 3,VitalCore,,Aneesh,Srikara,1,0
B0DM6D92MZ,VitalCore Shilajit Complex,VitalCore,,Twinkle,Srikara,1,0
B0DN6HV7HN,VitalCore Liposomal Glutathion Capsules,VitalCore,,Aneesh,Srikara,1,0
B0DPJ4Z5WS,VitalCore Ceremonial Matcha tea 100g Powder,VitalCore,,Tamahra,Syed,0,0
B0DZP8H6RT,Pure Himalayan Shilajit 20000mg 180 Capsules,Other,,Twinkle,Srikara,1,0
B0DZY117M6,VitalCore Magnesium Complex,VitalCore,,Shirley,Srikara,0,0
B0F48WQHS8,VitalCore Creatine Monohydrate Micronised Unflavoured Powder 300 g  Powder,VitalCore,,,,1,0
B0F4KSP9SH,VitalCore Women's Probiotics   90 Capsules,VitalCore,,,,1,0
B0F63DSQD2,VitalCore Electrolyte Powder   30 Sachets,VitalCore,,,,1,0
B0F63JC3Z8,PawVista Hip & Joint Complex   120 Soft Chews,PawVista,,,,1,0
B0F67BKBW1,VitalCore Marine Collagen with Magnesium   120 Capsules,VitalCore,,,,1,0
B0FBVZ35TP,Medora Magnesium Citrate Gummies for Kids   90 Gummies,Medora,,,,1,0
B0FBWGF7YG,VitalCore Shilajit Gummies    120 Gummies,VitalCore,,,,1,0
B0FBWVX2J8,VitalCore Myo & D-Chiro Inositol    90 Gummies,VitalCore,,,,0,0
B0FBX3WS2D,VitalCore 5-HTP Gummies   60 Gummies,VitalCore,,,,0,0
B0FDX2N28K,VitalCore Liposomal NAD+ with Resveratrol 600 mg 90 Capsules,VitalCore,,,,0,0
B0FGDRW2ZQ,VitalCore Pure Himalayan Shilajit Resin 50 g  Resin,VitalCore,,,,1,0
B0FM897YYG,,,,,,1,0
B0FNDLS99B,,,,,,1,0
