asin,product_name,seo_owner,ppc_owner,event_date,time_slot,units,spend,day_total_units_jul8,day_total_spend_jul8,brand
B08KRSRFGK,PawVista Wormwood Advanced for Cats & Dogs 120ml Liquid,Shirley,Srikara,2025-07-09,16:00,11.0,42.34,37.0,148.54,PawVista
B091FT9L27,VitalCore N-Acetyl-Cysteine(NAC)600mg180Capsules,Twinkle,Syed,2025-07-08,12:00,6.0,11.53,46.0,131.32,VitalCore
B091FT9L27,VitalCore N-Acetyl-Cysteine(NAC)600mg180Capsules,Twinkle,Syed,2025-07-08,16:00,16.0,39.77,46.0,131.32,VitalCore
B091FT9L27,VitalCore N-Acetyl-Cysteine(NAC)600mg180Capsules,Twinkle,Syed,2025-07-08,18:00,19.0,43.7,46.0,131.32,VitalCore
B091FT9L27,VitalCore N-Acetyl-Cysteine(NAC)600mg180Capsules,Twinkle,Syed,2025-07-08,20:00,25.0,54.14,46.0,131.32,VitalCore
B091FT9L27,VitalCore N-Acetyl-Cysteine(NAC)600mg180Capsules,Twinkle,Syed,2025-07-09,12:30,3.0,8.84,46.0,131.32,VitalCore
B091FT9L27,VitalCore N-Acetyl-Cysteine(NAC)600mg180Capsules,Twinkle,Syed,2025-07-09,16:00,11.0,28.61,46.0,131.32,VitalCore
B07LH6X6VC,VitalCore Vibration Exercise Machine Device,Aneesh,Srikara,2025-07-08,12:00,6.0,33.86,36.0,259.09,VitalCore
B07LH6X6VC,VitalCore Vibration Exercise Machine Device,Aneesh,Srikara,2025-07-08,16:00,14.0,86.06,36.0,259.09,VitalCore
B07LH6X6VC,VitalCore Vibration Exercise Machine Device,Aneesh,Srikara,2025-07-08,18:00,18.0,124.92,36.0,259.09,VitalCore
B07LH6X6VC,VitalCore Vibration Exercise Machine Device,Aneesh,Srikara,2025-07-08,20:00,22.0,142.38,36.0,259.09,VitalCore
B07LH6X6VC,VitalCore Vibration Exercise Machine Device,Aneesh,Srikara,2025-07-09,12:30,7.0,36.97,36.0,259.09,VitalCore
B07LH6X6VC,VitalCore Vibration Exercise Machine Device,Aneesh,Srikara,2025-07-09,16:00,10.0,92.43,36.0,259.09,VitalCore
B0CKFHG8NQ,VitalCore Magnesium Bisglycinate,Shirley,Srikara,2025-07-08,12:00,2.0,8.98,38.0,209.8,VitalCore
B0CKFHG8NQ,VitalCore Magnesium Bisglycinate,Shirley,Srikara,2025-07-08,16:00,13.0,47.31,38.0,209.8,VitalCore
B0CKFHG8NQ,VitalCore Magnesium Bisglycinate,Shirley,Srikara,2025-07-08,18:00,16.0,56.46,38.0,209.8,VitalCore
B0CKFHG8NQ,VitalCore Magnesium Bisglycinate,Shirley,Srikara,2025-07-08,20:00,16.0,82.99,38.0,209.8,VitalCore
B0CKFHG8NQ,VitalCore Magnesium Bisglycinate,Shirley,Srikara,2025-07-09,12:30,6.0,7.04,38.0,209.8,VitalCore
B0CKFHG8NQ,VitalCore Magnesium Bisglycinate,Shirley,Srikara,2025-07-09,16:00,10.0,19.89,38.0,209.8,VitalCore
B0B1QQNZ2S,VitalCore Organic Psyllium Husk 1400mg 180 Capsules,Twinkle,Akshay,2025-07-08,12:00,9.0,8.07,20.0,75.54,VitalCore
B0B1QQNZ2S,VitalCore Organic Psyllium Husk 1400mg 180 Capsules,Twinkle,Akshay,2025-07-08,16:00,12.0,29.9,20.0,75.54,VitalCore
B0B1QQNZ2S,VitalCore Organic Psyllium Husk 1400mg 180 Capsules,Twinkle,Akshay,2025-07-08,18:00,13.0,40.37,20.0,75.54,VitalCore
B0B1QQNZ2S,VitalCore Organic Psyllium Husk 1400mg 180 Capsules,Twinkle,Akshay,2025-07-08,20:00,17.0,46.58,20.0,75.54,VitalCore
B0B1QQNZ2S,VitalCore Organic Psyllium Husk 1400mg 180 Capsules,Twinkle,Akshay,2025-07-09,12:30,6.0,4.02,20.0,75.54,VitalCore
B0B1QQNZ2S,VitalCore Organic Psyllium Husk 1400mg 180 Capsules,Twinkle,Akshay,2025-07-09,16:00,10.0,11.5,20.0,75.54,VitalCore
B086T13DD6,VitalCore Multivitamin Gummies 120 Gummies,Aneesh,Sourabh,2025-07-08,12:00,3.0,5.66,50.0,58.96,VitalCore
B086T13DD6,VitalCore Multivitamin Gummies 120 Gummies,Aneesh,Sourabh,2025-07-08,16:00,13.0,12.32,50.0,58.96,VitalCore
B086T13DD6,VitalCore Multivitamin Gummies 120 Gummies,Aneesh,Sourabh,2025-07-08,18:00,15.0,17.79,50.0,58.96,VitalCore
B086T13DD6,VitalCore Multivitamin Gummies 120 Gummies,Aneesh,Sourabh,2025-07-08,20:00,22.0,23.21,50.0,58.96,VitalCore
B086T13DD6,VitalCore Multivitamin Gummies 120 Gummies,Aneesh,Sourabh,2025-07-09,12:30,5.0,11.03,50.0,58.96,VitalCore
B086T13DD6,VitalCore Multivitamin Gummies 120 Gummies,Aneesh,Sourabh,2025-07-09,16:00,10.0,11.88,50.0,58.96,VitalCore
B0817WBXKF,VitalCore Biotin 12000mcg 365 Tablets,Twinkle,Syed,2025-07-08,12:00,8.0,17.23,45.0,178.46,VitalCore
B0817WBXKF,VitalCore Biotin 12000mcg 365 Tablets,Twinkle,Syed,2025-07-08,16:00,17.0,47.66,45.0,178.46,VitalCore
B0817WBXKF,VitalCore Biotin 12000mcg 365 Tablets,Twinkle,Syed,2025-07-08,18:00,21.0,58.14,45.0,178.46,VitalCore
B0817WBXKF,VitalCore Biotin 12000mcg 365 Tablets,Twinkle,Syed,2025-07-08,20:00,27.0,67.24,45.0,178.46,VitalCore
B0817WBXKF,VitalCore Biotin 12000mcg 365 Tablets,Twinkle,Syed,2025-07-09,12:30,3.0,16.31,45.0,178.46,VitalCore
B0817WBXKF,VitalCore Biotin 12000mcg 365 Tablets,Twinkle,Syed,2025-07-09,16:00,10.0,41.04,45.0,178.46,VitalCore
B0B8SSJZVK,VitalCore Ginkgo Biloba Complex 6600mg 365 Tablets,Twinkle,Akshay,2025-07-08,12:00,2.0,14.19,32.0,94.54,VitalCore
B0B8SSJZVK,VitalCore Ginkgo Biloba Complex 6600mg 365 Tablets,Twinkle,Akshay,2025-07-08,16:00,12.0,32.9,32.0,94.54,VitalCore
B0B8SSJZVK,VitalCore Ginkgo Biloba Complex 6600mg 365 Tablets,Twinkle,Akshay,2025-07-08,18:00,15.0,34.93,32.0,94.54,VitalCore
B0B8SSJZVK,VitalCore Ginkgo Biloba Complex 6600mg 365 Tablets,Twinkle,Akshay,2025-07-08,20:00,20.0,43.87,32.0,94.54,VitalCore
B0B8SSJZVK,VitalCore Ginkgo Biloba Complex 6600mg 365 Tablets,Twinkle,Akshay,2025-07-09,12:30,2.0,9.27,32.0,94.54,VitalCore
B0B8SSJZVK,VitalCore Ginkgo Biloba Complex 6600mg 365 Tablets,Twinkle,Akshay,2025-07-09,16:00,10.0,25.51,32.0,94.54,VitalCore
B081NCGQPB,VitalCore Apple Cider Vinegar Complex 1860mg 180 Capsules,Aneesh,Syed,2025-07-08,12:00,1.0,4.34,9.0,63.12,VitalCore
B081NCGQPB,VitalCore Apple Cider Vinegar Complex 1860mg 180 Capsules,Aneesh,Syed,2025-07-08,16:00,2.0,20.93,9.0,63.12,VitalCore
B081NCGQPB,VitalCore Apple Cider Vinegar Complex 1860mg 180 Capsules,Aneesh,Syed,2025-07-08,18:00,3.0,24.69,9.0,63.12,VitalCore
B081NCGQPB,VitalCore Apple Cider Vinegar Complex 1860mg 180 Capsules,Aneesh,Syed,2025-07-08,20:00,4.0,28.27,9.0,63.12,VitalCore
B081NCGQPB,VitalCore Apple Cider Vinegar Complex 1860mg 180 Capsules,Aneesh,Syed,2025-07-09,12:30,7.0,6.88,9.0,63.12,VitalCore
B081NCGQPB,VitalCore Apple Cider Vinegar Complex 1860mg 180 Capsules,Aneesh,Syed,2025-07-09,16:00,9.0,13.55,9.0,63.12,VitalCore
B08DG68P6B,VitalCore Vitamin D3 4000IU + K2 (MK-7) 100mcg 180 Tablets,Tamahra,Akshay,2025-07-08,12:00,5.0,12.83,38.0,116.9,VitalCore
B08DG68P6B,VitalCore Vitamin D3 4000IU + K2 (MK-7) 100mcg 180 Tablets,Tamahra,Akshay,2025-07-08,16:00,13.0,32.7,38.0,116.9,VitalCore
B08DG68P6B,VitalCore Vitamin D3 4000IU + K2 (MK-7) 100mcg 180 Tablets,Tamahra,Akshay,2025-07-08,18:00,17.0,33.42,38.0,116.9,VitalCore
B08DG68P6B,VitalCore Vitamin D3 4000IU + K2 (MK-7) 100mcg 180 Tablets,Tamahra,Akshay,2025-07-08,20:00,21.0,41.82,38.0,116.9,VitalCore
B08DG68P6B,VitalCore Vitamin D3 4000IU + K2 (MK-7) 100mcg 180 Tablets,Tamahra,Akshay,2025-07-09,12:30,5.0,3.1,38.0,116.9,VitalCore
B08DG68P6B,VitalCore Vitamin D3 4000IU + K2 (MK-7) 100mcg 180 Tablets,Tamahra,Akshay,2025-07-09,16:00,9.0,13.96,38.0,116.9,VitalCore
B08BZYM56L,VitalCore Organic Fenugreek 1500mg 180 Capsules,Twinkle,Syed,2025-07-08,12:00,1.0,3.1,17.0,94.11,VitalCore
B08BZYM56L,VitalCore Organic Fenugreek 1500mg 180 Capsules,Twinkle,Syed,2025-07-08,16:00,2.0,14.92,17.0,94.11,VitalCore
B08BZYM56L,VitalCore Organic Fenugreek 1500mg 180 Capsules,Twinkle,Syed,2025-07-08,18:00,6.0,22.37,17.0,94.11,VitalCore
B08BZYM56L,VitalCore Organic Fenugreek 1500mg 180 Capsules,Twinkle,Syed,2025-07-08,20:00,9.0,30.51,17.0,94.11,VitalCore
B08BZYM56L,VitalCore Organic Fenugreek 1500mg 180 Capsules,Twinkle,Syed,2025-07-09,12:30,3.0,6.37,17.0,94.11,VitalCore
B08BZYM56L,VitalCore Organic Fenugreek 1500mg 180 Capsules,Twinkle,Syed,2025-07-09,16:00,9.0,35.35,17.0,94.11,VitalCore
B08D9N5CK4,VitalCore Electrolyte Complex 900mg 180 Tablets,Aneesh,Sourabh,2025-07-08,12:00,8.0,5.78,28.0,84.81,VitalCore
B08D9N5CK4,VitalCore Electrolyte Complex 900mg 180 Tablets,Aneesh,Sourabh,2025-07-08,16:00,12.0,22.25,28.0,84.81,VitalCore
B08D9N5CK4,VitalCore Electrolyte Complex 900mg 180 Tablets,Aneesh,Sourabh,2025-07-08,18:00,14.0,24.42,28.0,84.81,VitalCore
B08D9N5CK4,VitalCore Electrolyte Complex 900mg 180 Tablets,Aneesh,Sourabh,2025-07-08,20:00,18.0,33.77,28.0,84.81,VitalCore
B08D9N5CK4,VitalCore Electrolyte Complex 900mg 180 Tablets,Aneesh,Sourabh,2025-07-09,12:30,5.0,11.16,28.0,84.81,VitalCore
B08D9N5CK4,VitalCore Electrolyte Complex 900mg 180 Tablets,Aneesh,Sourabh,2025-07-09,16:00,8.0,33.17,28.0,84.81,VitalCore
B0BX6195RG,VitalCore Vitamin C and Zinc 1000mg 180 Tablets,Tamahra,Srikara,2025-07-08,12:00,3.0,8.92,19.0,43.31,VitalCore
B0BX6195RG,VitalCore Vitamin C and Zinc 1000mg 180 Tablets,Tamahra,Srikara,2025-07-08,16:00,8.0,18.39,19.0,43.31,VitalCore
B0BX6195RG,VitalCore Vitamin C and Zinc 1000mg 180 Tablets,Tamahra,Srikara,2025-07-08,18:00,11.0,24.09,19.0,43.31,VitalCore
B0BX6195RG,VitalCore Vitamin C and Zinc 1000mg 180 Tablets,Tamahra,Srikara,2025-07-08,20:00,13.0,26.49,19.0,43.31,VitalCore
B0BX6195RG,VitalCore Vitamin C and Zinc 1000mg 180 Tablets,Tamahra,Srikara,2025-07-09,12:30,4.0,3.54,19.0,43.31,VitalCore
B0BX6195RG,VitalCore Vitamin C and Zinc 1000mg 180 Tablets,Tamahra,Srikara,2025-07-09,16:00,8.0,9.48,19.0,43.31,VitalCore
B09VTBBM6L,Omega 3 1000mg Wild Fish Oil - 400,Twinkle,Srikara,2025-07-08,12:00,4.0,22.08,31.0,174.77,Other
B09VTBBM6L,Omega 3 1000mg Wild Fish Oil - 400,Twinkle,Srikara,2025-07-08,16:00,8.0,60.93,31.0,174.77,Other
B09VTBBM6L,Omega 3 1000mg Wild Fish Oil - 400,Twinkle,Srikara,2025-07-08,18:00,12.0,78.31,31.0,174.77,Other
B09VTBBM6L,Omega 3 1000mg Wild Fish Oil - 400,Twinkle,Srikara,2025-07-08,20:00,16.0,90.17,31.0,174.77,Other
B09VTBBM6L,Omega 3 1000mg Wild Fish Oil - 400,Twinkle,Srikara,2025-07-09,12:30,2.0,17.24,31.0,174.77,Other
B09VTBBM6L,Omega 3 1000mg Wild Fish Oil - 400,Twinkle,Srikara,2025-07-09,16:00,8.0,41.52,31.0,174.77,Other
B08QNHTFCH,PawVista L-Lysine 250g Powder,Twinkle,Amjad,2025-07-08,12:00,1.0,2.86,7.0,25.88,PawVista
B08QNHTFCH,PawVista L-Lysine 250g Powder,Twinkle,Amjad,2025-07-08,16:00,2.0,3.93,7.0,25.88,PawVista
B08QNHTFCH,PawVista L-Lysine 250g Powder,Twinkle,Amjad,2025-07-08,18:00,3.0,9.88,7.0,25.88,PawVista
B08QNHTFCH,PawVista L-Lysine 250g Powder,Twinkle,Amjad,2025-07-08,20:00,4.0,12.68,7.0,25.88,PawVista
B08QNHTFCH,PawVista L-Lysine 250g Powder,Twinkle,Amjad,2025-07-09,12:30,2.0,7.86,7.0,25.88,PawVista
B08QNHTFCH,PawVista L-Lysine 250g Powder,Twinkle,Amjad,2025-07-09,16:00,8.0,19.51,7.0,25.88,PawVista
B07K9X11YV,VitalCore CLA 3000mg 180 Softgels,Twinkle,Syed,2025-07-08,12:00,5.0,10.05,15.0,61.97,VitalCore
B07K9X11YV,VitalCore CLA 3000mg 180 Softgels,Twinkle,Syed,2025-07-08,16:00,7.0,21.1,15.0,61.97,VitalCore
B07K9X11YV,VitalCore CLA 3000mg 180 Softgels,Twinkle,Syed,2025-07-08,18:00,8.0,28.48,15.0,61.97,VitalCore
B07K9X11YV,VitalCore CLA 3000mg 180 Softgels,Twinkle,Syed,2025-07-08,20:00,9.0,30.91,15.0,61.97,VitalCore
B07K9X11YV,VitalCore CLA 3000mg 180 Softgels,Twinkle,Syed,2025-07-09,12:30,0.0,7.6,15.0,61.97,VitalCore
B07K9X11YV,VitalCore CLA 3000mg 180 Softgels,Twinkle,Syed,2025-07-09,16:00,8.0,12.63,15.0,61.97,VitalCore
B0CHRNR4QH,VitalCore Berberine,Twinkle,Syed,2025-07-08,12:00,8.0,11.2,67.0,159.9,VitalCore
B0CHRNR4QH,VitalCore Berberine,Twinkle,Syed,2025-07-08,16:00,18.0,42.37,67.0,159.9,VitalCore
B0CHRNR4QH,VitalCore Berberine,Twinkle,Syed,2025-07-08,18:00,29.0,50.57,67.0,159.9,VitalCore
B0CHRNR4QH,VitalCore Berberine,Twinkle,Syed,2025-07-08,20:00,36.0,67.27,67.0,159.9,VitalCore
B0CHRNR4QH,VitalCore Berberine,Twinkle,Syed,2025-07-09,12:30,4.0,9.05,67.0,159.9,VitalCore
B0CHRNR4QH,VitalCore Berberine,Twinkle,Syed,2025-07-09,16:00,7.0,32.05,67.0,159.9,VitalCore
B0CCP8GG6X,VitalCore Lion's Mane Mushroom Extract 2000mg- 365 Tablets,Tamahra,Akshay,2025-07-08,12:00,3.0,4.2,21.0,63.99,VitalCore
B0CCP8GG6X,VitalCore Lion's Mane Mushroom Extract 2000mg- 365 Tablets,Tamahra,Akshay,2025-07-08,16:00,7.0,11.51,21.0,63.99,VitalCore
B0CCP8GG6X,VitalCore Lion's Mane Mushroom Extract 2000mg- 365 Tablets,Tamahra,Akshay,2025-07-08,18:00,9.0,18.86,21.0,63.99,VitalCore
B0CCP8GG6X,VitalCore Lion's Mane Mushroom Extract 2000mg- 365 Tablets,Tamahra,Akshay,2025-07-08,20:00,11.0,26.12,21.0,63.99,VitalCore
B0CCP8GG6X,VitalCore Lion's Mane Mushroom Extract 2000mg- 365 Tablets,Tamahra,Akshay,2025-07-09,12:30,3.0,17.62,21.0,63.99,VitalCore
B0CCP8GG6X,VitalCore Lion's Mane Mushroom Extract 2000mg- 365 Tablets,Tamahra,Akshay,2025-07-09,16:00,7.0,29.32,21.0,63.99,VitalCore
B0924Q1H5X,VitalCore Selenium 200mcg 365 Tablets,Twinkle,Sourabh,2025-07-08,12:00,1.0,1.97,24.0,68.05,VitalCore
B0924Q1H5X,VitalCore Selenium 200mcg 365 Tablets,Twinkle,Sourabh,2025-07-08,16:00,6.0,9.5,24.0,68.05,VitalCore
B0924Q1H5X,VitalCore Selenium 200mcg 365 Tablets,Twinkle,Sourabh,2025-07-08,18:00,11.0,16.22,24.0,68.05,VitalCore
B0924Q1H5X,VitalCore Selenium 200mcg 365 Tablets,Twinkle,Sourabh,2025-07-08,20:00,15.0,22.62,24.0,68.05,VitalCore
B0924Q1H5X,VitalCore Selenium 200mcg 365 Tablets,Twinkle,Sourabh,2025-07-09,12:30,2.0,6.93,24.0,68.05,VitalCore
B0924Q1H5X,VitalCore Selenium 200mcg 365 Tablets,Twinkle,Sourabh,2025-07-09,16:00,7.0,12.16,24.0,68.05,VitalCore
B0BT85QTFQ,VitalCore T-Boost 180 Tablets,Aneesh,N/A,2025-07-08,12:00,0.0,2.07,8.0,11.21,VitalCore
B0BT85QTFQ,VitalCore T-Boost 180 Tablets,Aneesh,N/A,2025-07-08,16:00,1.0,3.33,8.0,11.21,VitalCore
B0BT85QTFQ,VitalCore T-Boost 180 Tablets,Aneesh,N/A,2025-07-08,18:00,1.0,3.33,8.0,11.21,VitalCore
B0BT85QTFQ,VitalCore T-Boost 180 Tablets,Aneesh,N/A,2025-07-08,20:00,2.0,3.86,8.0,11.21,VitalCore
B0BT85QTFQ,VitalCore T-Boost 180 Tablets,Aneesh,N/A,2025-07-09,12:30,5.0,3.67,8.0,11.21,VitalCore
B0BT85QTFQ,VitalCore T-Boost 180 Tablets,Aneesh,N/A,2025-07-09,16:00,6.0,5.8,8.0,11.21,VitalCore
B01FWFE7VK,VitalCore Resveratrol with Red Wine Extract 510mg 60 Capsules,Tamahra,Akshay,2025-07-08,12:00,7.0,15.65,58.0,126.05,VitalCore
B01FWFE7VK,VitalCore Resveratrol with Red Wine Extract 510mg 60 Capsules,Tamahra,Akshay,2025-07-08,16:00,22.0,43.02,58.0,126.05,VitalCore
B01FWFE7VK,VitalCore Resveratrol with Red Wine Extract 510mg 60 Capsules,Tamahra,Akshay,2025-07-08,18:00,31.0,58.46,58.0,126.05,VitalCore
B01FWFE7VK,VitalCore Resveratrol with Red Wine Extract 510mg 60 Capsules,Tamahra,Akshay,2025-07-08,20:00,34.0,72.31,58.0,126.05,VitalCore
B01FWFE7VK,VitalCore Resveratrol with Red Wine Extract 510mg 60 Capsules,Tamahra,Akshay,2025-07-09,12:30,4.0,19.48,58.0,126.05,VitalCore
B01FWFE7VK,VitalCore Resveratrol with Red Wine Extract 510mg 60 Capsules,Tamahra,Akshay,2025-07-09,16:00,6.0,29.32,58.0,126.05,VitalCore
B095SM7TW6,VitalCore Ashwagandha 1200mg 120 Gummies,Tamahra,Akshay,2025-07-08,12:00,4.0,2.99,19.0,41.58,VitalCore
B095SM7TW6,VitalCore Ashwagandha 1200mg 120 Gummies,Tamahra,Akshay,2025-07-08,16:00,9.0,10.67,19.0,41.58,VitalCore
B095SM7TW6,VitalCore Ashwagandha 1200mg 120 Gummies,Tamahra,Akshay,2025-07-08,18:00,10.0,12.2,19.0,41.58,VitalCore
B095SM7TW6,VitalCore Ashwagandha 1200mg 120 Gummies,Tamahra,Akshay,2025-07-08,20:00,10.0,14.65,19.0,41.58,VitalCore
B095SM7TW6,VitalCore Ashwagandha 1200mg 120 Gummies,Tamahra,Akshay,2025-07-09,12:30,4.0,7.64,19.0,41.58,VitalCore
B095SM7TW6,VitalCore Ashwagandha 1200mg 120 Gummies,Tamahra,Akshay,2025-07-09,16:00,6.0,12.77,19.0,41.58,VitalCore
B08PVZM37H,VitalCore OrganicMushroomComplex180Capsules,Tamahra,Akshay,2025-07-08,12:00,3.0,15.61,18.0,53.0,VitalCore
B08PVZM37H,VitalCore OrganicMushroomComplex180Capsules,Tamahra,Akshay,2025-07-08,16:00,6.0,26.61,18.0,53.0,VitalCore
B08PVZM37H,VitalCore OrganicMushroomComplex180Capsules,Tamahra,Akshay,2025-07-08,18:00,6.0,29.24,18.0,53.0,VitalCore
B08PVZM37H,VitalCore OrganicMushroomComplex180Capsules,Tamahra,Akshay,2025-07-08,20:00,10.0,35.0,18.0,53.0,VitalCore
B08PVZM37H,VitalCore OrganicMushroomComplex180Capsules,Tamahra,Akshay,2025-07-09,12:30,2.0,4.77,18.0,53.0,VitalCore
B08PVZM37H,VitalCore OrganicMushroomComplex180Capsules,Tamahra,Akshay,2025-07-09,16:00,6.0,8.11,18.0,53.0,VitalCore
B0BV68VQV3,Medora Vitamin B12 | Germany 500mcg 365 Tablets,Twinkle,Syed,2025-07-08,12:00,0.0,0.0,8.0,8.2,Medora
B0BV68VQV3,Medora Vitamin B12 | Germany 500mcg 365 Tablets,Twinkle,Syed,2025-07-08,16:00,2.0,2.32,8.0,8.2,Medora
B0BV68VQV3,Medora Vitamin B12 | Germany 500mcg 365 Tablets,Twinkle,Syed,2025-07-08,18:00,2.0,2.32,8.0,8.2,Medora
B0BV68VQV3,Medora Vitamin B12 | Germany 500mcg 365 Tablets,Twinkle,Syed,2025-07-08,20:00,4.0,2.32,8.0,8.2,Medora
B0BV68VQV3,Medora Vitamin B12 | Germany 500mcg 365 Tablets,Twinkle,Syed,2025-07-09,12:30,2.0,1.16,8.0,8.2,Medora
B0BV68VQV3,Medora Vitamin B12 | Germany 500mcg 365 Tablets,Twinkle,Syed,2025-07-09,16:00,6.0,2.66,8.0,8.2,Medora
B07ZKMCN2Z,VitalCore Bio Culture Complex 77Billion 60 Capsules,Aneesh,Srikara,2025-07-08,12:00,2.0,10.03,32.0,87.55,VitalCore
B07ZKMCN2Z,VitalCore Bio Culture Complex 77Billion 60 Capsules,Aneesh,Srikara,2025-07-08,16:00,11.0,28.3,32.0,87.55,VitalCore
B07ZKMCN2Z,VitalCore Bio Culture Complex 77Billion 60 Capsules,Aneesh,Srikara,2025-07-08,18:00,13.0,36.43,32.0,87.55,VitalCore
B07ZKMCN2Z,VitalCore Bio Culture Complex 77Billion 60 Capsules,Aneesh,Srikara,2025-07-08,20:00,14.0,40.95,32.0,87.55,VitalCore
B07ZKMCN2Z,VitalCore Bio Culture Complex 77Billion 60 Capsules,Aneesh,Srikara,2025-07-09,12:30,4.0,21.82,32.0,87.55,VitalCore
B07ZKMCN2Z,VitalCore Bio Culture Complex 77Billion 60 Capsules,Aneesh,Srikara,2025-07-09,16:00,5.0,37.0,32.0,87.55,VitalCore
B0C7WG2333,VitalCore Collagen- 180 Tablets,Aneesh,Sourabh,2025-07-08,12:00,1.0,1.76,18.0,40.0,VitalCore
B0C7WG2333,VitalCore Collagen- 180 Tablets,Aneesh,Sourabh,2025-07-08,16:00,10.0,8.34,18.0,40.0,VitalCore
B0C7WG2333,VitalCore Collagen- 180 Tablets,Aneesh,Sourabh,2025-07-08,18:00,10.0,12.39,18.0,40.0,VitalCore
B0C7WG2333,VitalCore Collagen- 180 Tablets,Aneesh,Sourabh,2025-07-08,20:00,10.0,14.92,18.0,40.0,VitalCore
B0C7WG2333,VitalCore Collagen- 180 Tablets,Aneesh,Sourabh,2025-07-09,12:30,4.0,0.0,18.0,40.0,VitalCore
B0C7WG2333,VitalCore Collagen- 180 Tablets,Aneesh,Sourabh,2025-07-09,16:00,5.0,7.58,18.0,40.0,VitalCore
B0953NSL31,VitalCore Vitamin E 400IU 180 Softgel,Twinkle,Sourabh,2025-07-08,12:00,0.0,0.0,11.0,44.37,VitalCore
B0953NSL31,VitalCore Vitamin E 400IU 180 Softgel,Twinkle,Sourabh,2025-07-08,16:00,2.0,2.97,11.0,44.37,VitalCore
B0953NSL31,VitalCore Vitamin E 400IU 180 Softgel,Twinkle,Sourabh,2025-07-08,18:00,3.0,4.43,11.0,44.37,VitalCore
B0953NSL31,VitalCore Vitamin E 400IU 180 Softgel,Twinkle,Sourabh,2025-07-08,20:00,5.0,10.51,11.0,44.37,VitalCore
B0953NSL31,VitalCore Vitamin E 400IU 180 Softgel,Twinkle,Sourabh,2025-07-09,12:30,2.0,9.21,11.0,44.37,VitalCore
B0953NSL31,VitalCore Vitamin E 400IU 180 Softgel,Twinkle,Sourabh,2025-07-09,16:00,5.0,19.61,11.0,44.37,VitalCore
B07HB1H9ZZ,PawVista Denti-Care Kit For Dogs 200g Toothpaste,,,2025-07-08,12:00,0.0,2.69,5.0,31.68,PawVista
B07HB1H9ZZ,PawVista Denti-Care Kit For Dogs 200g Toothpaste,,,2025-07-08,16:00,1.0,8.02,5.0,31.68,PawVista
B07HB1H9ZZ,PawVista Denti-Care Kit For Dogs 200g Toothpaste,,,2025-07-08,18:00,1.0,10.39,5.0,31.68,PawVista
B07HB1H9ZZ,PawVista Denti-Care Kit For Dogs 200g Toothpaste,,,2025-07-08,20:00,1.0,17.47,5.0,31.68,PawVista
B07HB1H9ZZ,PawVista Denti-Care Kit For Dogs 200g Toothpaste,,,2025-07-09,12:30,2.0,4.59,5.0,31.68,PawVista
B07HB1H9ZZ,PawVista Denti-Care Kit For Dogs 200g Toothpaste,,,2025-07-09,16:00,5.0,10.87,5.0,31.68,PawVista
B0CQ1ZY6RM,Black Cumin seed oil,Twinkle,Syed,2025-07-08,12:00,2.0,1.74,11.0,26.6,Other
B0CQ1ZY6RM,Black Cumin seed oil,Twinkle,Syed,2025-07-08,16:00,3.0,7.83,11.0,26.6,Other
B0CQ1ZY6RM,Black Cumin seed oil,Twinkle,Syed,2025-07-08,18:00,3.0,10.93,11.0,26.6,Other
B0CQ1ZY6RM,Black Cumin seed oil,Twinkle,Syed,2025-07-08,20:00,4.0,12.43,11.0,26.6,Other
B0CQ1ZY6RM,Black Cumin seed oil,Twinkle,Syed,2025-07-09,12:30,2.0,6.86,11.0,26.6,Other
B0CQ1ZY6RM,Black Cumin seed oil,Twinkle,Syed,2025-07-09,16:00,5.0,16.12,11.0,26.6,Other
B0B8SWNKD7,VitalCore Probiotic 2Billion 90 Gummies,Aneesh,Srikara,2025-07-08,12:00,1.0,1.85,6.0,17.08,VitalCore
B0B8SWNKD7,VitalCore Probiotic 2Billion 90 Gummies,Aneesh,Srikara,2025-07-08,16:00,2.0,4.64,6.0,17.08,VitalCore
B0B8SWNKD7,VitalCore Probiotic 2Billion 90 Gummies,Aneesh,Srikara,2025-07-08,18:00,3.0,4.64,6.0,17.08,VitalCore
B0B8SWNKD7,VitalCore Probiotic 2Billion 90 Gummies,Aneesh,Srikara,2025-07-08,20:00,3.0,5.49,6.0,17.08,VitalCore
B0B8SWNKD7,VitalCore Probiotic 2Billion 90 Gummies,Aneesh,Srikara,2025-07-09,12:30,2.0,0.8,6.0,17.08,VitalCore
B0B8SWNKD7,VitalCore Probiotic 2Billion 90 Gummies,Aneesh,Srikara,2025-07-09,16:00,5.0,1.24,6.0,17.08,VitalCore
B0771T1WRL,Medora ProstaSure 90 capsules,Aneesh,Syed,2025-07-08,12:00,3.0,6.04,15.0,49.16,Medora
B0771T1WRL,Medora ProstaSure 90 capsules,Aneesh,Syed,2025-07-08,16:00,7.0,24.9,15.0,49.16,Medora
B0771T1WRL,Medora ProstaSure 90 capsules,Aneesh,Syed,2025-07-08,18:00,7.0,27.66,15.0,49.16,Medora
B0771T1WRL,Medora ProstaSure 90 capsules,Aneesh,Syed,2025-07-08,20:00,10.0,32.89,15.0,49.16,Medora
B0771T1WRL,Medora ProstaSure 90 capsules,Aneesh,Syed,2025-07-09,12:30,0.0,3.38,15.0,49.16,Medora
