asin,product_name,seo_owner,ppc_owner,event_date,time_slot,units,spend,day_total_units_jul8,day_total_spend_jul8,brand
B0771T1WRL,Medora ProstaSure 90 capsules,Aneesh,Syed,2025-07-09,16:00,5.0,12.63,15.0,49.16,Medora
B08LTK2RMH,VitalCore Liposomal Vitamin C 1000mg 250ml Liquid,Tamahra,Srikara,2025-07-08,12:00,0.0,0.0,2.0,2.13,VitalCore
B08LTK2RMH,VitalCore Liposomal Vitamin C 1000mg 250ml Liquid,Tamahra,Srikara,2025-07-08,16:00,0.0,0.0,2.0,2.13,VitalCore
B08LTK2RMH,VitalCore Liposomal Vitamin C 1000mg 250ml Liquid,Tamahra,Srikara,2025-07-08,18:00,0.0,0.0,2.0,2.13,VitalCore
B08LTK2RMH,VitalCore Liposomal Vitamin C 1000mg 250ml Liquid,Tamahra,Srikara,2025-07-08,20:00,0.0,0.0,2.0,2.13,VitalCore
B08LTK2RMH,VitalCore Liposomal Vitamin C 1000mg 250ml Liquid,Tamahra,Srikara,2025-07-09,12:30,0.0,0.0,2.0,2.13,VitalCore
B08LTK2RMH,VitalCore Liposomal Vitamin C 1000mg 250ml Liquid,Tamahra,Srikara,2025-07-09,16:00,5.0,0.8,2.0,2.13,VitalCore
B07HB3BZ2H,PawVista Flea & Tick Defence Powder 100g Powder,Shirley,Srikara,2025-07-08,12:00,0.0,3.41,14.0,22.46,PawVista
B07HB3BZ2H,PawVista Flea & Tick Defence Powder 100g Powder,Shirley,Srikara,2025-07-08,16:00,3.0,7.01,14.0,22.46,PawVista
B07HB3BZ2H,PawVista Flea & Tick Defence Powder 100g Powder,Shirley,Srikara,2025-07-08,18:00,3.0,9.48,14.0,22.46,PawVista
B07HB3BZ2H,PawVista Flea & Tick Defence Powder 100g Powder,Shirley,Srikara,2025-07-08,20:00,6.0,10.62,14.0,22.46,PawVista
B07HB3BZ2H,PawVista Flea & Tick Defence Powder 100g Powder,Shirley,Srikara,2025-07-09,12:30,2.0,2.11,14.0,22.46,PawVista
B07HB3BZ2H,PawVista Flea & Tick Defence Powder 100g Powder,Shirley,Srikara,2025-07-09,16:00,4.0,4.93,14.0,22.46,PawVista
B08RRZPPNP,VitalCore Cranberry with Vitamin C 15000mg 180 Capsule,Aneesh,Akshay,2025-07-08,12:00,1.0,3.78,7.0,22.76,VitalCore
B08RRZPPNP,VitalCore Cranberry with Vitamin C 15000mg 180 Capsule,Aneesh,Akshay,2025-07-08,16:00,3.0,8.73,7.0,22.76,VitalCore
B08RRZPPNP,VitalCore Cranberry with Vitamin C 15000mg 180 Capsule,Aneesh,Akshay,2025-07-08,18:00,4.0,12.33,7.0,22.76,VitalCore
B08RRZPPNP,VitalCore Cranberry with Vitamin C 15000mg 180 Capsule,Aneesh,Akshay,2025-07-08,20:00,4.0,12.33,7.0,22.76,VitalCore
B08RRZPPNP,VitalCore Cranberry with Vitamin C 15000mg 180 Capsule,Aneesh,Akshay,2025-07-09,12:30,2.0,1.18,7.0,22.76,VitalCore
B08RRZPPNP,VitalCore Cranberry with Vitamin C 15000mg 180 Capsule,Aneesh,Akshay,2025-07-09,16:00,4.0,5.84,7.0,22.76,VitalCore
B0924PV4SK,VitalCore Potassium Citrate 1460mg 180 Tablets,Tamahra,Akshay,2025-07-08,12:00,2.0,3.83,9.0,32.23,VitalCore
B0924PV4SK,VitalCore Potassium Citrate 1460mg 180 Tablets,Tamahra,Akshay,2025-07-08,16:00,5.0,11.53,9.0,32.23,VitalCore
B0924PV4SK,VitalCore Potassium Citrate 1460mg 180 Tablets,Tamahra,Akshay,2025-07-08,18:00,6.0,18.17,9.0,32.23,VitalCore
B0924PV4SK,VitalCore Potassium Citrate 1460mg 180 Tablets,Tamahra,Akshay,2025-07-08,20:00,6.0,19.61,9.0,32.23,VitalCore
B0924PV4SK,VitalCore Potassium Citrate 1460mg 180 Tablets,Tamahra,Akshay,2025-07-09,12:30,1.0,3.02,9.0,32.23,VitalCore
B0924PV4SK,VitalCore Potassium Citrate 1460mg 180 Tablets,Tamahra,Akshay,2025-07-09,16:00,4.0,6.22,9.0,32.23,VitalCore
B089QHSS5H,VitalCore Certified (Bio) Organic Ginger 650mg 90 Capsule,Twinkle,Sourabh,2025-07-08,12:00,3.0,3.49,11.0,18.51,VitalCore
B089QHSS5H,VitalCore Certified (Bio) Organic Ginger 650mg 90 Capsule,Twinkle,Sourabh,2025-07-08,16:00,7.0,8.0,11.0,18.51,VitalCore
B089QHSS5H,VitalCore Certified (Bio) Organic Ginger 650mg 90 Capsule,Twinkle,Sourabh,2025-07-08,18:00,7.0,8.7,11.0,18.51,VitalCore
B089QHSS5H,VitalCore Certified (Bio) Organic Ginger 650mg 90 Capsule,Twinkle,Sourabh,2025-07-08,20:00,8.0,11.72,11.0,18.51,VitalCore
B089QHSS5H,VitalCore Certified (Bio) Organic Ginger 650mg 90 Capsule,Twinkle,Sourabh,2025-07-09,12:30,0.0,2.31,11.0,18.51,VitalCore
B089QHSS5H,VitalCore Certified (Bio) Organic Ginger 650mg 90 Capsule,Twinkle,Sourabh,2025-07-09,16:00,4.0,10.18,11.0,18.51,VitalCore
B07HGCZRVW,PawVista Itch Relief Spray 250ml Spray,Shirley,Amjad,2025-07-08,12:00,1.0,4.01,13.0,23.81,PawVista
B07HGCZRVW,PawVista Itch Relief Spray 250ml Spray,Shirley,Amjad,2025-07-08,16:00,7.0,8.95,13.0,23.81,PawVista
B07HGCZRVW,PawVista Itch Relief Spray 250ml Spray,Shirley,Amjad,2025-07-08,18:00,7.0,8.95,13.0,23.81,PawVista
B07HGCZRVW,PawVista Itch Relief Spray 250ml Spray,Shirley,Amjad,2025-07-08,20:00,7.0,9.75,13.0,23.81,PawVista
B07HGCZRVW,PawVista Itch Relief Spray 250ml Spray,Shirley,Amjad,2025-07-09,12:30,3.0,3.61,13.0,23.81,PawVista
B07HGCZRVW,PawVista Itch Relief Spray 250ml Spray,Shirley,Amjad,2025-07-09,16:00,3.0,7.34,13.0,23.81,PawVista
B07RY9SYLV,VitalCore Vegan Collagen Advanced 180 Capsules,Aneesh,Sourabh,2025-07-08,12:00,1.0,2.12,7.0,30.14,VitalCore
B07RY9SYLV,VitalCore Vegan Collagen Advanced 180 Capsules,Aneesh,Sourabh,2025-07-08,16:00,1.0,8.0,7.0,30.14,VitalCore
B07RY9SYLV,VitalCore Vegan Collagen Advanced 180 Capsules,Aneesh,Sourabh,2025-07-08,18:00,1.0,9.54,7.0,30.14,VitalCore
B07RY9SYLV,VitalCore Vegan Collagen Advanced 180 Capsules,Aneesh,Sourabh,2025-07-08,20:00,2.0,11.99,7.0,30.14,VitalCore
B07RY9SYLV,VitalCore Vegan Collagen Advanced 180 Capsules,Aneesh,Sourabh,2025-07-09,12:30,2.0,2.52,7.0,30.14,VitalCore
B07RY9SYLV,VitalCore Vegan Collagen Advanced 180 Capsules,Aneesh,Sourabh,2025-07-09,16:00,3.0,5.74,7.0,30.14,VitalCore
B0C9CMMGPK,Biotin with Keratin 150mg,Twinkle,Syed,2025-07-08,12:00,3.0,6.57,9.0,49.05,Other
B0C9CMMGPK,Biotin with Keratin 150mg,Twinkle,Syed,2025-07-08,16:00,6.0,17.12,9.0,49.05,Other
B0C9CMMGPK,Biotin with Keratin 150mg,Twinkle,Syed,2025-07-08,18:00,7.0,19.72,9.0,49.05,Other
B0C9CMMGPK,Biotin with Keratin 150mg,Twinkle,Syed,2025-07-08,20:00,7.0,20.82,9.0,49.05,Other
B0C9CMMGPK,Biotin with Keratin 150mg,Twinkle,Syed,2025-07-09,12:30,2.0,6.93,9.0,49.05,Other
B0C9CMMGPK,Biotin with Keratin 150mg,Twinkle,Syed,2025-07-09,16:00,3.0,6.93,9.0,49.05,Other
B0CB7ZDLXZ,Medora Omega 3-6-9 for Kids 200mg 120 Gummies,Twinkle,Srikara,2025-07-08,12:00,0.0,0.0,5.0,17.44,Medora
B0CB7ZDLXZ,Medora Omega 3-6-9 for Kids 200mg 120 Gummies,Twinkle,Srikara,2025-07-08,16:00,3.0,1.83,5.0,17.44,Medora
B0CB7ZDLXZ,Medora Omega 3-6-9 for Kids 200mg 120 Gummies,Twinkle,Srikara,2025-07-08,18:00,3.0,1.83,5.0,17.44,Medora
B0CB7ZDLXZ,Medora Omega 3-6-9 for Kids 200mg 120 Gummies,Twinkle,Srikara,2025-07-08,20:00,3.0,2.93,5.0,17.44,Medora
B0CB7ZDLXZ,Medora Omega 3-6-9 for Kids 200mg 120 Gummies,Twinkle,Srikara,2025-07-09,12:30,2.0,2.79,5.0,17.44,Medora
B0CB7ZDLXZ,Medora Omega 3-6-9 for Kids 200mg 120 Gummies,Twinkle,Srikara,2025-07-09,16:00,3.0,4.79,5.0,17.44,Medora
B01N673US9,VitalCore Activated Charcoal 2000mg 180 Capsules,Aneesh,Sourabh,2025-07-08,12:00,0.0,4.26,10.0,15.84,VitalCore
B01N673US9,VitalCore Activated Charcoal 2000mg 180 Capsules,Aneesh,Sourabh,2025-07-08,16:00,1.0,10.43,10.0,15.84,VitalCore
B01N673US9,VitalCore Activated Charcoal 2000mg 180 Capsules,Aneesh,Sourabh,2025-07-08,18:00,2.0,10.43,10.0,15.84,VitalCore
B01N673US9,VitalCore Activated Charcoal 2000mg 180 Capsules,Aneesh,Sourabh,2025-07-08,20:00,3.0,11.02,10.0,15.84,VitalCore
B01N673US9,VitalCore Activated Charcoal 2000mg 180 Capsules,Aneesh,Sourabh,2025-07-09,12:30,2.0,1.82,10.0,15.84,VitalCore
B01N673US9,VitalCore Activated Charcoal 2000mg 180 Capsules,Aneesh,Sourabh,2025-07-09,16:00,3.0,6.34,10.0,15.84,VitalCore
B098QJPDGL,VitalCore Iron 14mg 120 Gummies,Tamahra,Akshay,2025-07-08,12:00,2.0,6.02,16.0,72.25,VitalCore
B098QJPDGL,VitalCore Iron 14mg 120 Gummies,Tamahra,Akshay,2025-07-08,16:00,5.0,19.94,16.0,72.25,VitalCore
B098QJPDGL,VitalCore Iron 14mg 120 Gummies,Tamahra,Akshay,2025-07-08,18:00,7.0,24.65,16.0,72.25,VitalCore
B098QJPDGL,VitalCore Iron 14mg 120 Gummies,Tamahra,Akshay,2025-07-08,20:00,8.0,31.95,16.0,72.25,VitalCore
B098QJPDGL,VitalCore Iron 14mg 120 Gummies,Tamahra,Akshay,2025-07-09,12:30,1.0,5.61,16.0,72.25,VitalCore
B098QJPDGL,VitalCore Iron 14mg 120 Gummies,Tamahra,Akshay,2025-07-09,16:00,3.0,8.95,16.0,72.25,VitalCore
B08J48DNCN,VitalCore Vitamin D3 2000IU 400 Tablets,Tamahra,Akshay,2025-07-08,12:00,3.0,7.58,11.0,61.06,VitalCore
B08J48DNCN,VitalCore Vitamin D3 2000IU 400 Tablets,Tamahra,Akshay,2025-07-08,16:00,4.0,18.53,11.0,61.06,VitalCore
B08J48DNCN,VitalCore Vitamin D3 2000IU 400 Tablets,Tamahra,Akshay,2025-07-08,18:00,5.0,21.41,11.0,61.06,VitalCore
B08J48DNCN,VitalCore Vitamin D3 2000IU 400 Tablets,Tamahra,Akshay,2025-07-08,20:00,7.0,23.81,11.0,61.06,VitalCore
B08J48DNCN,VitalCore Vitamin D3 2000IU 400 Tablets,Tamahra,Akshay,2025-07-09,12:30,1.0,19.11,11.0,61.06,VitalCore
B08J48DNCN,VitalCore Vitamin D3 2000IU 400 Tablets,Tamahra,Akshay,2025-07-09,16:00,3.0,36.15,11.0,61.06,VitalCore
B0D1YNNYNY,VitalCore | L-Citrulline 3000mg 240 Capsules,Tamahra,Srikara,2025-07-08,12:00,2.0,5.43,6.0,28.64,VitalCore
B0D1YNNYNY,VitalCore | L-Citrulline 3000mg 240 Capsules,Tamahra,Srikara,2025-07-08,16:00,3.0,8.81,6.0,28.64,VitalCore
B0D1YNNYNY,VitalCore | L-Citrulline 3000mg 240 Capsules,Tamahra,Srikara,2025-07-08,18:00,3.0,9.77,6.0,28.64,VitalCore
B0D1YNNYNY,VitalCore | L-Citrulline 3000mg 240 Capsules,Tamahra,Srikara,2025-07-08,20:00,3.0,9.77,6.0,28.64,VitalCore
B0D1YNNYNY,VitalCore | L-Citrulline 3000mg 240 Capsules,Tamahra,Srikara,2025-07-09,12:30,1.0,0.98,6.0,28.64,VitalCore
B0D1YNNYNY,VitalCore | L-Citrulline 3000mg 240 Capsules,Tamahra,Srikara,2025-07-09,16:00,3.0,1.91,6.0,28.64,VitalCore
B093CB31XT,Pure MSM 2400mg + Vitamin C 100mg,Aneesh,Akshay,2025-07-08,12:00,0.0,1.69,2.0,18.63,Other
B093CB31XT,Pure MSM 2400mg + Vitamin C 100mg,Aneesh,Akshay,2025-07-08,16:00,0.0,4.76,2.0,18.63,Other
B093CB31XT,Pure MSM 2400mg + Vitamin C 100mg,Aneesh,Akshay,2025-07-08,18:00,0.0,6.21,2.0,18.63,Other
B093CB31XT,Pure MSM 2400mg + Vitamin C 100mg,Aneesh,Akshay,2025-07-08,20:00,1.0,11.78,2.0,18.63,Other
B093CB31XT,Pure MSM 2400mg + Vitamin C 100mg,Aneesh,Akshay,2025-07-09,12:30,1.0,1.45,2.0,18.63,Other
B093CB31XT,Pure MSM 2400mg + Vitamin C 100mg,Aneesh,Akshay,2025-07-09,16:00,3.0,8.18,2.0,18.63,Other
B07H2YR3WV,PawVista Glucosamine & Chondroitin for dogs & cats 180 Capsules,Twinkle,Amjad,2025-07-08,12:00,0.0,1.8,12.0,14.25,PawVista
B07H2YR3WV,PawVista Glucosamine & Chondroitin for dogs & cats 180 Capsules,Twinkle,Amjad,2025-07-08,16:00,2.0,5.28,12.0,14.25,PawVista
B07H2YR3WV,PawVista Glucosamine & Chondroitin for dogs & cats 180 Capsules,Twinkle,Amjad,2025-07-08,18:00,1.0,7.68,12.0,14.25,PawVista
B07H2YR3WV,PawVista Glucosamine & Chondroitin for dogs & cats 180 Capsules,Twinkle,Amjad,2025-07-08,20:00,3.0,7.68,12.0,14.25,PawVista
B07H2YR3WV,PawVista Glucosamine & Chondroitin for dogs & cats 180 Capsules,Twinkle,Amjad,2025-07-09,12:30,1.0,0.0,12.0,14.25,PawVista
B07H2YR3WV,PawVista Glucosamine & Chondroitin for dogs & cats 180 Capsules,Twinkle,Amjad,2025-07-09,16:00,3.0,4.88,12.0,14.25,PawVista
B0949KMLW6,VitalCore Vitamin D3 4000IU 120 Gummies,Tamahra,Akshay,2025-07-08,12:00,0.0,0.0,3.0,12.57,VitalCore
B0949KMLW6,VitalCore Vitamin D3 4000IU 120 Gummies,Tamahra,Akshay,2025-07-08,16:00,3.0,3.4,3.0,12.57,VitalCore
B0949KMLW6,VitalCore Vitamin D3 4000IU 120 Gummies,Tamahra,Akshay,2025-07-08,18:00,4.0,3.4,3.0,12.57,VitalCore
B0949KMLW6,VitalCore Vitamin D3 4000IU 120 Gummies,Tamahra,Akshay,2025-07-08,20:00,4.0,7.41,3.0,12.57,VitalCore
B0949KMLW6,VitalCore Vitamin D3 4000IU 120 Gummies,Tamahra,Akshay,2025-07-09,12:30,1.0,0.0,3.0,12.57,VitalCore
B0949KMLW6,VitalCore Vitamin D3 4000IU 120 Gummies,Tamahra,Akshay,2025-07-09,16:00,3.0,0.0,3.0,12.57,VitalCore
B00E0HITK2,VitalCore Green Coffee Pure 21000mg 90 Capsules,Twinkle,Akshay,2025-07-08,12:00,0.0,0.0,1.0,6.43,VitalCore
B00E0HITK2,VitalCore Green Coffee Pure 21000mg 90 Capsules,Twinkle,Akshay,2025-07-08,16:00,1.0,1.4,1.0,6.43,VitalCore
B00E0HITK2,VitalCore Green Coffee Pure 21000mg 90 Capsules,Twinkle,Akshay,2025-07-08,18:00,1.0,2.44,1.0,6.43,VitalCore
B00E0HITK2,VitalCore Green Coffee Pure 21000mg 90 Capsules,Twinkle,Akshay,2025-07-08,20:00,1.0,4.02,1.0,6.43,VitalCore
B00E0HITK2,VitalCore Green Coffee Pure 21000mg 90 Capsules,Twinkle,Akshay,2025-07-09,12:30,1.0,1.39,1.0,6.43,VitalCore
B00E0HITK2,VitalCore Green Coffee Pure 21000mg 90 Capsules,Twinkle,Akshay,2025-07-09,16:00,3.0,4.13,1.0,6.43,VitalCore
B09316R26J,VitalCore White Kidney Beans Extract 5000mg 180 Capsule,Tamahra,Akshay,2025-07-08,12:00,1.0,4.43,4.0,4.43,VitalCore
B09316R26J,VitalCore White Kidney Beans Extract 5000mg 180 Capsule,Tamahra,Akshay,2025-07-08,16:00,2.0,4.43,4.0,4.43,VitalCore
B09316R26J,VitalCore White Kidney Beans Extract 5000mg 180 Capsule,Tamahra,Akshay,2025-07-08,18:00,2.0,4.43,4.0,4.43,VitalCore
B09316R26J,VitalCore White Kidney Beans Extract 5000mg 180 Capsule,Tamahra,Akshay,2025-07-08,20:00,2.0,4.43,4.0,4.43,VitalCore
B09316R26J,VitalCore White Kidney Beans Extract 5000mg 180 Capsule,Tamahra,Akshay,2025-07-09,12:30,1.0,0.0,4.0,4.43,VitalCore
B09316R26J,VitalCore White Kidney Beans Extract 5000mg 180 Capsule,Tamahra,Akshay,2025-07-09,16:00,3.0,0.67,4.0,4.43,VitalCore
B09BJPTHVR,VitalCore Vitamin A 10000IU 365 Tablets,Twinkle,Akshay,2025-07-08,12:00,0.0,2.53,10.0,31.06,VitalCore
B09BJPTHVR,VitalCore Vitamin A 10000IU 365 Tablets,Twinkle,Akshay,2025-07-08,16:00,3.0,5.23,10.0,31.06,VitalCore
B09BJPTHVR,VitalCore Vitamin A 10000IU 365 Tablets,Twinkle,Akshay,2025-07-08,18:00,5.0,6.77,10.0,31.06,VitalCore
B09BJPTHVR,VitalCore Vitamin A 10000IU 365 Tablets,Twinkle,Akshay,2025-07-08,20:00,6.0,7.72,10.0,31.06,VitalCore
B09BJPTHVR,VitalCore Vitamin A 10000IU 365 Tablets,Twinkle,Akshay,2025-07-09,12:30,0.0,1.54,10.0,31.06,VitalCore
B09BJPTHVR,VitalCore Vitamin A 10000IU 365 Tablets,Twinkle,Akshay,2025-07-09,16:00,3.0,7.31,10.0,31.06,VitalCore
B0924Q6VTF,VitalCore Iodine 400mcg 365 Tablet,Twinkle,Sourabh,2025-07-08,12:00,2.0,3.98,12.0,51.76,VitalCore
B0924Q6VTF,VitalCore Iodine 400mcg 365 Tablet,Twinkle,Sourabh,2025-07-08,16:00,2.0,23.11,12.0,51.76,VitalCore
B0924Q6VTF,VitalCore Iodine 400mcg 365 Tablet,Twinkle,Sourabh,2025-07-08,18:00,5.0,26.77,12.0,51.76,VitalCore
B0924Q6VTF,VitalCore Iodine 400mcg 365 Tablet,Twinkle,Sourabh,2025-07-08,20:00,8.0,28.81,12.0,51.76,VitalCore
B0924Q6VTF,VitalCore Iodine 400mcg 365 Tablet,Twinkle,Sourabh,2025-07-09,12:30,0.0,6.78,12.0,51.76,VitalCore
B0924Q6VTF,VitalCore Iodine 400mcg 365 Tablet,Twinkle,Sourabh,2025-07-09,16:00,3.0,20.11,12.0,51.76,VitalCore
B0CTVQVDMG,VitalCore| Creatine Gummies,Aneesh,Srikara,2025-07-08,12:00,0.0,3.07,4.0,19.42,VitalCore
B0CTVQVDMG,VitalCore| Creatine Gummies,Aneesh,Srikara,2025-07-08,16:00,3.0,10.86,4.0,19.42,VitalCore
B0CTVQVDMG,VitalCore| Creatine Gummies,Aneesh,Srikara,2025-07-08,18:00,3.0,11.84,4.0,19.42,VitalCore
B0CTVQVDMG,VitalCore| Creatine Gummies,Aneesh,Srikara,2025-07-08,20:00,3.0,13.31,4.0,19.42,VitalCore
B0CTVQVDMG,VitalCore| Creatine Gummies,Aneesh,Srikara,2025-07-09,12:30,0.0,2.67,4.0,19.42,VitalCore
B0CTVQVDMG,VitalCore| Creatine Gummies,Aneesh,Srikara,2025-07-09,16:00,3.0,4.35,4.0,19.42,VitalCore
B0BFXGNM1T,VitalCore Skinny Coffee 28 Sachets,Tamahra,Akshay,2025-07-08,12:00,0.0,0.0,2.0,6.43,VitalCore
B0BFXGNM1T,VitalCore Skinny Coffee 28 Sachets,Tamahra,Akshay,2025-07-08,16:00,0.0,1.36,2.0,6.43,VitalCore
B0BFXGNM1T,VitalCore Skinny Coffee 28 Sachets,Tamahra,Akshay,2025-07-08,18:00,0.0,1.36,2.0,6.43,VitalCore
B0BFXGNM1T,VitalCore Skinny Coffee 28 Sachets,Tamahra,Akshay,2025-07-08,20:00,0.0,2.17,2.0,6.43,VitalCore
B0BFXGNM1T,VitalCore Skinny Coffee 28 Sachets,Tamahra,Akshay,2025-07-09,12:30,0.0,0.72,2.0,6.43,VitalCore
B0BFXGNM1T,VitalCore Skinny Coffee 28 Sachets,Tamahra,Akshay,2025-07-09,16:00,3.0,1.46,2.0,6.43,VitalCore
B07KMCQCZ5,Medora Evening Primrose Oil 1000mg 180 Softgel,Twinkle,Sourabh,2025-07-08,12:00,2.0,8.14,9.0,36.68,Medora
B07KMCQCZ5,Medora Evening Primrose Oil 1000mg 180 Softgel,Twinkle,Sourabh,2025-07-08,16:00,3.0,12.95,9.0,36.68,Medora
B07KMCQCZ5,Medora Evening Primrose Oil 1000mg 180 Softgel,Twinkle,Sourabh,2025-07-08,18:00,6.0,19.32,9.0,36.68,Medora
B07KMCQCZ5,Medora Evening Primrose Oil 1000mg 180 Softgel,Twinkle,Sourabh,2025-07-08,20:00,7.0,21.36,9.0,36.68,Medora
B07KMCQCZ5,Medora Evening Primrose Oil 1000mg 180 Softgel,Twinkle,Sourabh,2025-07-09,12:30,2.0,7.4,9.0,36.68,Medora
B07KMCQCZ5,Medora Evening Primrose Oil 1000mg 180 Softgel,Twinkle,Sourabh,2025-07-09,16:00,2.0,13.27,9.0,36.68,Medora
B07GYW9CVG,PawVista Urinary Aids - Dog 120 Tablets,Aneesh,Amjad,2025-07-08,12:00,0.0,0.0,5.0,11.72,PawVista
B07GYW9CVG,PawVista Urinary Aids - Dog 120 Tablets,Aneesh,Amjad,2025-07-08,16:00,1.0,3.83,5.0,11.72,PawVista
B07GYW9CVG,PawVista Urinary Aids - Dog 120 Tablets,Aneesh,Amjad,2025-07-08,18:00,1.0,3.83,5.0,11.72,PawVista
B07GYW9CVG,PawVista Urinary Aids - Dog 120 Tablets,Aneesh,Amjad,2025-07-08,20:00,1.0,3.83,5.0,11.72,PawVista
B07GYW9CVG,PawVista Urinary Aids - Dog 120 Tablets,Aneesh,Amjad,2025-07-09,12:30,2.0,0.0,5.0,11.72,PawVista
B07GYW9CVG,PawVista Urinary Aids - Dog 120 Tablets,Aneesh,Amjad,2025-07-09,16:00,2.0,0.0,5.0,11.72,PawVista
B0B5VMJND6,Medora Vitamin D3 Kids | Orange Flavour 1000IU 120 Gummies,Tamahra,Akshay,2025-07-08,12:00,0.0,0.7,0.0,4.09,Medora
B0B5VMJND6,Medora Vitamin D3 Kids | Orange Flavour 1000IU 120 Gummies,Tamahra,Akshay,2025-07-08,16:00,0.0,0.7,0.0,4.09,Medora
B0B5VMJND6,Medora Vitamin D3 Kids | Orange Flavour 1000IU 120 Gummies,Tamahra,Akshay,2025-07-08,18:00,0.0,1.9,0.0,4.09,Medora
B0B5VMJND6,Medora Vitamin D3 Kids | Orange Flavour 1000IU 120 Gummies,Tamahra,Akshay,2025-07-08,20:00,0.0,2.55,0.0,4.09,Medora
B0B5VMJND6,Medora Vitamin D3 Kids | Orange Flavour 1000IU 120 Gummies,Tamahra,Akshay,2025-07-09,12:30,2.0,0.0,0.0,4.09,Medora
B0B5VMJND6,Medora Vitamin D3 Kids | Orange Flavour 1000IU 120 Gummies,Tamahra,Akshay,2025-07-09,16:00,2.0,0.0,0.0,4.09,Medora
B0924NLC1W,VitalCore Astaxanthin 18mg 180 Capsule,Tamahra,Sourabh,2025-07-08,12:00,7.0,6.92,18.0,50.16,VitalCore
B0924NLC1W,VitalCore Astaxanthin 18mg 180 Capsule,Tamahra,Sourabh,2025-07-08,16:00,10.0,17.03,18.0,50.16,VitalCore
B0924NLC1W,VitalCore Astaxanthin 18mg 180 Capsule,Tamahra,Sourabh,2025-07-08,18:00,12.0,23.94,18.0,50.16,VitalCore
B0924NLC1W,VitalCore Astaxanthin 18mg 180 Capsule,Tamahra,Sourabh,2025-07-08,20:00,14.0,28.99,18.0,50.16,VitalCore
B0924NLC1W,VitalCore Astaxanthin 18mg 180 Capsule,Tamahra,Sourabh,2025-07-09,12:30,1.0,7.76,18.0,50.16,VitalCore
B0924NLC1W,VitalCore Astaxanthin 18mg 180 Capsule,Tamahra,Sourabh,2025-07-09,16:00,2.0,7.76,18.0,50.16,VitalCore
B0B3RJ76ML,VitalCore RedYeastRice250mg180Capsule,Aneesh,Sourabh,2025-07-08,12:00,0.0,5.12,4.0,25.12,VitalCore
B0B3RJ76ML,VitalCore RedYeastRice250mg180Capsule,Aneesh,Sourabh,2025-07-08,16:00,0.0,11.32,4.0,25.12,VitalCore
B0B3RJ76ML,VitalCore RedYeastRice250mg180Capsule,Aneesh,Sourabh,2025-07-08,18:00,0.0,12.72,4.0,25.12,VitalCore
B0B3RJ76ML,VitalCore RedYeastRice250mg180Capsule,Aneesh,Sourabh,2025-07-08,20:00,0.0,12.72,4.0,25.12,VitalCore
B0B3RJ76ML,VitalCore RedYeastRice250mg180Capsule,Aneesh,Sourabh,2025-07-09,12:30,1.0,0.0,4.0,25.12,VitalCore
B0B3RJ76ML,VitalCore RedYeastRice250mg180Capsule,Aneesh,Sourabh,2025-07-09,16:00,2.0,3.19,4.0,25.12,VitalCore
B0924R63CJ,VitalCore L - Taurine 1000mg 180 Capsules,Aneesh,Akshay,2025-07-08,12:00,2.0,1.86,8.0,21.18,VitalCore
B0924R63CJ,VitalCore L - Taurine 1000mg 180 Capsules,Aneesh,Akshay,2025-07-08,16:00,4.0,6.73,8.0,21.18,VitalCore
B0924R63CJ,VitalCore L - Taurine 1000mg 180 Capsules,Aneesh,Akshay,2025-07-08,18:00,4.0,7.26,8.0,21.18,VitalCore
B0924R63CJ,VitalCore L - Taurine 1000mg 180 Capsules,Aneesh,Akshay,2025-07-08,20:00,7.0,10.14,8.0,21.18,VitalCore
B0924R63CJ,VitalCore L - Taurine 1000mg 180 Capsules,Aneesh,Akshay,2025-07-09,12:30,1.0,2.23,8.0,21.18,VitalCore
B0924R63CJ,VitalCore L - Taurine 1000mg 180 Capsules,Aneesh,Akshay,2025-07-09,16:00,2.0,3.74,8.0,21.18,VitalCore
B0D6YYT9Q3,Sea Moss 4000mg,Twinkle,Syed,2025-07-08,12:00,0.0,2.0,1.0,19.51,Other
B0D6YYT9Q3,Sea Moss 4000mg,Twinkle,Syed,2025-07-08,16:00,0.0,7.12,1.0,19.51,Other
B0D6YYT9Q3,Sea Moss 4000mg,Twinkle,Syed,2025-07-08,18:00,0.0,9.12,1.0,19.51,Other
B0D6YYT9Q3,Sea Moss 4000mg,Twinkle,Syed,2025-07-08,20:00,0.0,10.18,1.0,19.51,Other
B0D6YYT9Q3,Sea Moss 4000mg,Twinkle,Syed,2025-07-09,12:30,1.0,2.33,1.0,19.51,Other
B0D6YYT9Q3,Sea Moss 4000mg,Twinkle,Syed,2025-07-09,16:00,2.0,4.55,1.0,19.51,Other
B0CB81W43H,Medora Iron and Vitamin C Gummies for Kids 120 Gummies,Tamahra,Syed,2025-07-08,12:00,0.0,1.64,2.0,22.74,Medora
B0CB81W43H,Medora Iron and Vitamin C Gummies for Kids 120 Gummies,Tamahra,Syed,2025-07-08,16:00,0.0,6.28,2.0,22.74,Medora
B0CB81W43H,Medora Iron and Vitamin C Gummies for Kids 120 Gummies,Tamahra,Syed,2025-07-08,18:00,2.0,13.46,2.0,22.74,Medora
B0CB81W43H,Medora Iron and Vitamin C Gummies for Kids 120 Gummies,Tamahra,Syed,2025-07-08,20:00,2.0,15.06,2.0,22.74,Medora
